product_id,product_name,category,cost_per_unit,price_per_unit,stock_level,supplier_id,warehouse_id
2355,control,Furniture,117.06924846342909,562.3001344822073,231,482,166
2356,time,Food,259.08298006717695,215.30082685728556,153,265,66
2357,local,Electronics,279.24545670030176,1951.8677934521413,431,158,57
2358,practice,Clothing,723.4611887855381,1427.40240723335,483,352,22
2359,character,Books,58.06492293677452,73.58932060823201,485,77,56
2360,drive,Books,654.6803850693522,1423.4123537791231,305,82,36
2361,fine,Food,229.19581069525796,838.0654166717,411,428,179
2362,difficult,Books,91.04289085713098,1936.7218988839159,284,181,68
2363,smile,Books,307.7980994745798,590.9056292166664,472,342,1
2364,official,Electronics,232.22814073431675,1435.0583604921019,481,196,48
2365,including,Furniture,556.5120520814515,1273.4965932300718,481,60,161
2366,source,Food,363.8026394134828,73.49745104768498,190,151,152
2367,cause,Electronics,966.3338049842429,1776.1730121981284,16,61,177
2368,vote,Furniture,963.9141033969421,322.24468768828467,343,135,197
2369,admit,Electronics,449.27811642903714,1343.9981190457745,430,428,58
2370,must,Electronics,797.136586053657,1562.3194790488635,203,439,48
2371,record,Books,23.135855452266284,1280.308910671999,174,331,185
2372,drop,Furniture,552.3334688775547,239.37204165163487,168,39,192
2373,something,Food,745.8661805839092,1951.5993156966476,339,253,99
2374,green,Food,224.77379315326255,511.7949333163836,34,378,181
2375,end,Furniture,70.56003761428431,1274.3363013905446,471,443,188
2376,trial,Books,164.35974654739132,1604.4972136095569,394,106,126
2377,hot,Clothing,447.4296063021185,1881.5102193176979,229,233,114
2378,note,Electronics,511.30770654869934,1227.8205320490201,495,354,90
2379,wall,Books,387.0762708876808,555.1555908680755,1,389,113
2380,few,Furniture,445.5740293719562,1681.4460839435847,322,170,171
2381,travel,Electronics,475.5326100131885,368.2789336026394,115,217,169
2382,claim,Food,771.7422949850853,93.4507347385877,214,348,107
2383,also,Clothing,114.18947909687586,1820.8902739626833,254,14,154
2384,contain,Food,771.260962487802,1172.0084682064817,145,411,187
2385,left,Furniture,691.7410292720482,185.80090708207138,47,16,105
2386,player,Electronics,744.244201381555,1180.4723048898602,280,219,177
2387,become,Furniture,737.1237020165696,332.7776282287748,178,386,192
2388,personal,Electronics,475.8858976437658,111.20271247388686,213,403,133
2389,avoid,Books,219.28618271529103,277.22189260697064,360,407,172
2390,surface,Clothing,541.2626152587859,1561.459485586642,285,169,18
2391,next,Books,958.4022330730086,1523.5387643865197,245,14,185
2392,hotel,Books,592.64042457943,1228.4203630848021,253,431,112
2393,decide,Furniture,20.936673760649832,458.19016532997114,206,243,40
2394,job,Clothing,69.11379582762673,1490.9857783008517,72,319,102
2395,writer,Electronics,992.9347992675168,845.6882710693818,222,474,113
2396,fly,Electronics,81.22689564704596,1045.9695533963632,342,8,174
2397,political,Food,55.584708444449575,1800.3993519863266,215,283,58
2398,sea,Electronics,359.4940266650688,942.8221712893445,360,111,85
2399,tax,Furniture,969.6240312366433,1271.4140000104067,499,40,152
2400,item,Books,325.48840219553705,1925.4154090839206,141,412,156
2401,country,Books,415.7852895665179,930.2103027262949,448,68,46
2402,dinner,Books,637.7362905964799,1143.4194014757459,156,123,196
2403,white,Clothing,33.87072093313384,1189.6085185227234,222,317,72
2404,film,Electronics,898.7859417439961,519.3875398018708,389,166,182
2405,magazine,Furniture,524.2485873788878,1486.9980214517573,330,203,33
2406,Congress,Clothing,472.1427969440174,1466.9422051340027,231,128,67
2407,budget,Food,862.1193955845641,466.43564591658,393,364,113
2408,staff,Furniture,953.545823464441,76.00918742729961,142,152,84
2409,still,Furniture,429.1909793303664,1997.9360626084833,358,412,163
2410,Congress,Furniture,180.7166685002984,1184.096079273345,394,425,39
2411,throughout,Books,817.5521773020522,403.01248263320264,417,146,175
2412,sort,Furniture,409.2278170102623,602.9526909036248,75,49,71
2413,city,Electronics,936.1900841166484,1254.6944823077447,40,469,5
2414,single,Furniture,950.3999939926731,318.3503830437567,390,410,165
2415,yourself,Books,123.6807414041558,122.6972423624651,273,3,1
2416,difference,Furniture,956.9884276595227,1607.0356771867498,420,251,125
2417,parent,Food,374.5876221906697,1445.9001764862378,70,77,184
2418,score,Food,649.7899924806186,653.7232138593179,317,422,135
2419,low,Books,44.402580916705574,164.05818666040983,111,220,113
2420,though,Electronics,889.9954313429943,998.2282761537514,458,398,192
2421,product,Electronics,645.1813560514163,588.5632653548399,433,385,8
2422,close,Clothing,647.118922286855,825.6694737616131,234,348,108
2423,yeah,Books,903.154398377709,584.2402254324256,197,379,126
2424,sport,Furniture,513.2637031582697,391.7718588555524,339,228,126
2425,war,Books,416.411473958925,804.6300843309583,199,118,192
2426,that,Clothing,867.467464769393,1931.54354078174,24,498,185
2427,trip,Books,744.9963067526843,569.1443406694357,307,267,28
2428,same,Books,949.485908315252,705.1349558916198,426,235,154
2429,by,Clothing,940.7206743774273,692.0219653730298,147,168,34
2430,economy,Electronics,388.50290291463784,986.5631985915535,62,260,96
2431,when,Furniture,452.5164272400037,1694.835800645928,459,418,22
2432,party,Clothing,263.4251042528707,834.1390535218078,67,193,124
2433,score,Food,664.041410247182,1621.9885298644317,30,184,148
2434,place,Electronics,370.8965503879977,274.2736133934475,107,10,142
2435,early,Food,788.2396401415944,1795.0690491301207,166,337,151
2436,test,Electronics,130.33525312360143,411.3429628716724,390,327,67
2437,follow,Furniture,125.23882265408844,126.44292321092854,367,359,147
2438,raise,Furniture,212.41082760520294,358.7912367352735,483,448,78
2439,lawyer,Books,93.44926655303935,421.9620930167713,406,141,39
2440,gun,Food,623.8312916014523,1041.5830488460501,121,22,165
2441,total,Electronics,155.87923835657125,927.3796708684587,11,312,99
2442,idea,Furniture,168.3632882929777,1445.9551130168318,72,378,129
2443,senior,Clothing,24.08594149187433,149.35461729764376,347,193,19
2444,a,Furniture,784.2691144773737,1020.5271901833647,253,92,15
2445,what,Clothing,814.1730948692463,698.3188925005926,285,97,1
2446,successful,Electronics,170.4021922007953,1279.8773475774665,119,141,31
2447,development,Furniture,742.1291899245522,135.21446204378594,375,257,180
2448,hospital,Furniture,439.209671925786,118.12287739041076,8,38,171
2449,but,Electronics,247.19893413573743,883.1406227227783,215,247,174
2450,military,Furniture,625.1707619930907,1632.1119844429484,221,256,86
2451,about,Clothing,186.69923360361395,1358.6334250637856,80,442,50
2452,history,Furniture,759.3147715765051,82.57687922755352,419,409,20
2453,size,Food,57.13907529484618,398.0205837175386,72,298,105
2454,away,Books,959.5396235986352,492.1263558090138,200,85,190
2455,strategy,Clothing,81.15650117153822,874.9649087131296,173,417,43
2456,like,Food,583.6539350562028,1194.095583647509,289,441,5
2457,rest,Electronics,903.1723472211547,472.0973390997149,234,37,66
2458,resource,Clothing,21.785424159371843,795.9027377209804,261,185,140
2459,different,Books,503.52931637916646,1188.6896182878402,446,98,128
2460,security,Books,356.5068946675731,797.6988426082156,421,318,185
2461,wonder,Electronics,584.52886835533,329.18037170003277,145,387,188
2462,power,Electronics,233.20281287028212,1008.739194799536,22,30,183
2463,miss,Clothing,74.25022505940751,681.7886821099205,78,451,71
2464,decision,Furniture,629.6737064802198,1735.1673069819296,230,191,66
2465,know,Electronics,422.68074709846843,1562.468570782977,160,338,200
2466,story,Furniture,626.2606833191674,421.0364298556944,14,279,73
2467,someone,Food,218.43375536946448,347.6397930951465,236,456,155
2468,without,Books,345.35385032394703,727.9695129632751,148,201,156
2469,address,Furniture,566.0645754709642,853.7402758650052,150,322,165
2470,so,Books,597.18165054148,1867.4353950832199,30,189,79
2471,know,Furniture,378.5916596965225,638.1604373163993,438,258,19
2472,perhaps,Food,287.25267356039086,1741.7894882885585,161,155,179
2473,own,Electronics,280.9636231937099,1035.3530947397458,261,432,13
2474,that,Food,182.95235790668946,1776.9662648369099,18,487,45
2475,herself,Electronics,332.1509127062913,1418.8098657907435,63,319,6
2476,agree,Electronics,207.44593364308776,1431.3584878132694,430,228,129
2477,lawyer,Books,637.4772521676454,1061.6551006174882,135,5,106
2478,fall,Food,573.3763282596688,1688.5928810773726,157,129,121
2479,specific,Furniture,388.7629354342109,546.1283702213066,57,406,25
2480,break,Food,332.57171973802053,1819.3349794578946,431,74,154
2481,policy,Books,245.2380581926961,1291.712917320136,265,365,141
2482,traditional,Electronics,540.1037258697478,905.4823579104252,254,24,19
2483,remember,Books,919.7137367022314,1965.2703116603361,495,315,138
2484,sport,Clothing,688.8460208750478,1730.9275084776982,187,463,173
2485,whole,Clothing,746.9705668952117,1555.4409750218142,368,481,71
2486,myself,Furniture,836.0340850198437,584.1098185844405,361,434,15
2487,here,Books,358.11862360447026,1948.7943658431755,379,279,107
2488,security,Furniture,72.24702429334275,1498.8256305106138,327,206,159
2489,really,Furniture,626.3332152884278,1230.173703856631,199,146,126
2490,personal,Clothing,196.7855683157523,1847.508496575999,369,89,136
2491,partner,Furniture,573.3532134957096,366.2542797618019,171,22,30
2492,key,Clothing,742.1151308254941,321.08130289033966,315,300,98
2493,majority,Electronics,785.8019191263583,1149.2411580619823,6,44,97
2494,generation,Books,308.8207290450403,160.59151343456588,366,37,1
2495,down,Furniture,517.308900243622,1344.7743806406806,256,7,16
2496,describe,Clothing,624.7554453144204,519.4452193254587,367,474,114
2497,up,Food,821.2859144836157,282.10182698898916,309,280,11
2498,half,Furniture,763.774778453898,848.5169070933821,320,461,155
2499,another,Electronics,988.0955677675965,958.6017714128492,488,169,86
2500,maintain,Electronics,18.003829764710773,382.44548459733863,248,70,168
2501,area,Food,443.1145464545017,130.99377836445777,219,213,172
2502,international,Clothing,263.4840415123666,857.4084029156866,4,71,70
2503,art,Furniture,128.69445327342467,1531.0763551774382,1,402,120
2504,listen,Clothing,912.4001748855128,1754.689552671992,326,207,185
2505,product,Electronics,997.9824454347294,240.21917355174443,31,72,176
2506,hard,Clothing,188.7902458256764,1073.1171528719474,321,316,168
2507,history,Electronics,48.04905887334996,563.6358281724504,117,180,39
2508,dark,Clothing,282.30390320369537,780.5360457255897,453,208,131
2509,catch,Food,836.5132988857317,1870.2115680318175,275,177,183
2510,life,Books,300.9511823673236,736.5458072440115,197,195,1
2511,into,Food,66.33246569264534,762.4245638477373,374,301,23
2512,expect,Food,61.9672621134996,458.321860202733,325,393,195
2513,today,Books,433.1485743457421,1922.0359151504183,177,372,190
2514,allow,Books,932.5074658310035,940.1503454875526,287,239,115
2515,feeling,Furniture,293.0612372232356,1162.2646614106877,444,154,162
2516,suffer,Furniture,432.88610389403334,933.6777799877295,236,154,145
2517,cover,Food,110.91446732878246,543.1921996895351,455,30,48
2518,face,Food,498.63706533629124,1630.3045956249243,79,27,91
2519,should,Electronics,699.581593642847,105.51889045980127,243,464,53
2520,begin,Electronics,278.4388575654474,1395.9746886788027,311,240,61
2521,fall,Furniture,303.7441954433979,1208.8319806687373,205,243,103
2522,pressure,Furniture,843.5552751522085,331.3472688430609,460,132,102
2523,room,Electronics,20.260085123705313,373.51483638634437,383,179,139
2524,some,Electronics,640.106001464596,1335.4898964066954,211,339,143
2525,general,Clothing,399.9457885922008,658.6706437433795,333,98,90
2526,course,Clothing,305.3967084258543,568.1892524230744,91,326,118
2527,find,Electronics,661.0178939214384,165.35438629769465,166,237,139
2528,another,Clothing,836.3218365718081,1544.6420241794292,161,335,135
2529,course,Books,562.8081951653869,1771.2102738362585,6,138,47
2530,everyone,Furniture,40.78367572362545,1648.6964858651809,141,118,136
2531,threat,Furniture,466.7871789173203,958.766533025072,205,106,5
2532,maintain,Electronics,468.13234148503335,1091.2149967320968,461,36,87
2533,clear,Food,548.3605098565617,522.4385782701422,20,46,194
2534,best,Electronics,674.2493120331168,387.066741866633,100,104,91
2535,issue,Clothing,29.12521949899704,1654.8522910381223,165,390,63
2536,receive,Food,506.99249815575297,1606.771113062419,45,364,21
2537,under,Clothing,592.4246916867849,1565.8516654519394,457,360,199
2538,executive,Books,349.91985255189144,953.5506474753878,337,70,119
2539,medical,Clothing,671.6815743245287,1735.7901336468904,227,207,121
2540,main,Books,235.89593995787942,1856.1525352340886,315,221,102
2541,history,Books,324.1986097367771,690.2714720742173,52,89,90
2542,approach,Clothing,963.1277939500827,488.1542589716939,146,467,140
2543,customer,Clothing,354.5896671525287,955.3129100131672,281,462,112
2544,answer,Books,353.0358784920876,399.6863955154554,123,3,139
2545,course,Food,599.7238294648841,1773.8056260227988,207,434,182
2546,care,Books,971.2655765614596,709.0814751516504,471,298,138
2547,deep,Furniture,983.2496414934703,1173.5349837541246,385,366,119
2548,suddenly,Books,583.861384039553,1209.703017018894,297,462,16
2549,watch,Food,11.076149606883206,1054.226366674498,102,438,143
2550,establish,Furniture,901.6499852607157,355.22513337504165,274,231,186
2551,never,Electronics,574.5355849312776,1982.451248182074,129,423,119
2552,special,Electronics,372.3364442070365,386.5762970202029,167,469,84
2553,since,Food,830.903189605779,1515.4393531132741,202,118,132
2554,argue,Books,405.834134756703,1593.15760440756,415,311,22
2555,compare,Clothing,43.70406113826202,333.0692313044817,102,395,163
2556,prove,Food,822.8615008264486,1869.6688475222666,71,114,142
2557,nice,Furniture,550.4008070095647,1001.1295871240702,422,202,94
2558,coach,Furniture,344.76210284195423,1276.3217692069888,8,463,31
2559,decade,Electronics,258.3834525903127,1302.2628092678526,162,30,70
2560,game,Furniture,597.8594848212714,1034.6624949049865,73,364,91
2561,age,Food,215.96905274284913,326.94298603624975,345,247,128
2562,drug,Furniture,330.6123776914332,1515.9190478880334,27,81,11
2563,star,Food,640.1650063198438,1184.4823784908099,169,246,36
2564,which,Clothing,882.7290059018727,281.4271997518978,263,184,80
2565,morning,Electronics,537.5614251076828,1415.6278388355367,288,413,24
2566,give,Furniture,761.5153343161016,1420.3883585726564,73,273,168
2567,form,Food,765.4299977254115,1119.5485698870345,209,33,113
2568,physical,Books,667.710413132793,226.57018006855765,99,102,42
2569,become,Electronics,253.37995430371248,737.6558607166221,368,277,21
2570,picture,Clothing,868.1207121687395,149.3020098720669,400,111,96
2571,nature,Food,441.9128990831708,981.3122367114631,386,499,51
2572,most,Clothing,53.76863649634356,1817.5719071933845,427,206,81
2573,car,Clothing,252.16654336882988,54.393316095201264,31,266,55
2574,positive,Furniture,767.8928705583226,569.9453734327037,336,490,124
2575,include,Furniture,78.44200245931448,1609.7252472387659,431,215,132
2576,again,Food,155.89075813336208,69.22862595213272,33,103,62
2577,need,Books,697.2845478812874,69.83820223971307,213,295,87
2578,camera,Food,893.6747818302651,1241.0962428840783,145,78,153
2579,management,Books,637.3946850070605,1588.9395257572396,99,175,198
2580,such,Clothing,230.06814329125905,1564.185564060008,310,342,142
2581,once,Electronics,62.87962561705312,1570.1771404611095,310,52,41
2582,describe,Food,618.9753167248086,753.9623723944482,435,297,185
2583,whatever,Food,56.92459215185234,1771.3120813351945,180,476,166
2584,general,Books,616.5948314223394,75.02942272363694,135,175,190
2585,region,Clothing,233.3241447194841,658.7680367059858,438,457,41
2586,phone,Clothing,905.6095017847414,707.5160049290104,477,343,45
2587,large,Books,480.34174180248823,372.86369534810524,395,199,126
2588,against,Clothing,231.6990489765987,705.6406473345935,190,88,96
2589,game,Furniture,854.6138633930057,1192.4740536016127,30,171,144
2590,movie,Electronics,261.49504446303325,1064.5446597598957,82,37,19
2591,hour,Food,313.5330857596268,672.8833492398527,57,123,37
2592,argue,Electronics,835.9351200649012,1511.1886516807883,174,201,85
2593,marriage,Food,315.70410950259,1443.8416279537241,208,64,189
2594,two,Furniture,416.06213153833096,597.3581303068588,326,486,26
2595,magazine,Clothing,354.1890140512779,680.2953659169391,322,455,94
2596,old,Books,125.2363146520721,610.6643873326489,183,188,104
2597,body,Furniture,48.506854124357886,301.2597746968703,235,215,192
2598,clearly,Electronics,727.2952673203715,1517.924203773667,107,409,125
2599,life,Books,648.6857526963635,140.23919550473568,186,375,141
2600,young,Clothing,289.54240687653663,343.6319635016744,266,494,91
2601,character,Furniture,302.6431337350297,255.3438096083025,132,243,87
2602,hold,Books,945.5557251785945,1659.411002272452,497,150,162
2603,issue,Furniture,987.7944159611573,135.81660500416444,330,427,123
2604,trial,Furniture,478.70055420135657,1346.0232153372897,329,124,98
2605,also,Clothing,804.4272280266788,136.7254669010668,318,455,23
2606,treat,Food,739.3190171106718,1583.5646376475088,365,198,108
2607,hold,Books,304.3445324169265,1829.7924684678096,171,36,148
2608,anything,Clothing,67.97708341527357,999.3441733773948,298,302,54
2609,bed,Furniture,151.13069456359062,1618.8565119739765,24,278,186
2610,hold,Clothing,839.9111758307557,1427.5005390579454,261,35,59
2611,expect,Food,733.9016817963183,1601.488819738261,355,113,148
2612,entire,Books,667.6914960176551,1545.2116390756776,196,175,39
2613,size,Food,139.34234337968184,450.4673732905273,99,33,78
2614,election,Electronics,643.5313805760195,1024.1400698018397,490,213,91
2615,sometimes,Books,774.4308081781843,1922.8076648964523,376,203,160
2616,can,Food,861.9957323616877,719.8892419339087,333,397,169
2617,worker,Furniture,23.098966401682034,1942.4498267422755,101,254,69
2618,technology,Books,687.630350859693,1187.1653372957849,352,56,68
2619,serious,Books,28.90667904717238,950.1422644482659,429,323,87
2620,production,Clothing,709.8041170880042,1332.627056801094,443,13,21
2621,summer,Furniture,639.2651510846848,1640.8863837965027,120,50,152
2622,official,Electronics,156.86438428978278,818.705901958961,321,248,144
2623,care,Food,768.460533831679,114.26064147354398,447,233,32
2624,similar,Clothing,77.66414200779424,1432.1722810423023,377,441,154
2625,add,Food,828.1347860071871,1914.525229769901,203,482,3
2626,increase,Electronics,269.3099523997467,1268.723968038859,90,28,82
2627,usually,Electronics,691.9633436776584,417.408233163673,195,104,121
2628,again,Books,924.4524476116516,534.0729377531652,177,354,116
2629,manager,Electronics,346.4287544267145,1824.0139013311798,115,96,135
2630,performance,Food,507.865137161015,76.44608642871773,333,343,88
2631,decide,Furniture,468.48685361094584,1120.055997653664,32,344,144
2632,dog,Furniture,166.03523557223943,359.4214081282138,368,193,53
2633,challenge,Books,594.4088903858541,601.3906486733048,434,408,4
2634,pass,Food,745.5718993357385,648.6142165118572,215,451,173
2635,improve,Food,917.706080634581,477.60135808973877,442,125,32
2636,animal,Electronics,852.2945756330176,1595.0865222770037,308,81,83
2637,skill,Food,514.9191859307514,697.8078892585797,279,7,102
2638,so,Clothing,721.8269829668154,723.6957329677991,243,330,58
2639,political,Electronics,802.7755792401539,933.3632867022452,286,83,13
2640,space,Clothing,498.5538266009653,1809.475813043824,70,24,150
2641,bring,Books,124.27328509722506,1391.9374124520318,71,393,44
2642,three,Furniture,443.55145620889715,170.41192312716652,111,114,172
2643,tell,Books,844.0532578195492,126.56074602131952,158,15,30
2644,bad,Furniture,600.6749913397977,1154.4589976751995,37,113,151
2645,agree,Books,727.2137932392457,1779.7680953680554,304,440,12
2646,contain,Food,193.41534193106165,680.3403782011527,416,378,14
2647,before,Clothing,964.6943905288956,533.1550663592284,326,342,36
2648,top,Furniture,410.03972419837635,1508.9725383605044,35,250,45
2649,other,Electronics,657.0991674905516,1224.0781646161633,480,145,200
2650,determine,Clothing,28.683532044699213,1151.8033175957698,460,19,24
2651,road,Electronics,136.0460696327384,341.13733832990516,324,9,119
2652,keep,Clothing,784.2139271860698,393.124571388922,416,320,131
2653,hear,Clothing,968.2897510650521,599.4861630518474,59,185,78
2654,kid,Books,326.85480150492344,453.33592262977703,374,38,179
2655,lawyer,Furniture,46.80892759185219,1944.3172528405503,419,211,183
2656,energy,Furniture,367.25793596033617,86.29148189450686,368,392,38
2657,continue,Clothing,27.2934489762126,1270.809859937182,400,134,92
2658,third,Food,200.44936133984444,1059.3177085071047,375,433,87
2659,serve,Food,754.947294903201,680.3399100019508,371,102,20
2660,candidate,Electronics,937.7175141254312,1780.797988602752,207,429,97
2661,tell,Electronics,96.57459352519778,1356.8170262016004,361,149,2
2662,sell,Books,562.3217710224042,1996.7909850802916,436,93,154
2663,trade,Clothing,261.34203766279165,378.87912068664644,66,290,2
2664,place,Electronics,147.66853453599023,221.3422799422661,262,140,195
2665,herself,Electronics,226.79042759264195,321.8246715593707,270,295,42
2666,let,Clothing,581.9854368227303,575.1173867899627,233,352,40
2667,half,Books,74.48315642952143,862.7346335575144,157,262,137
2668,another,Electronics,439.87641020673334,1732.0764057537888,106,81,130
2669,program,Books,143.87557244561225,603.0039443413289,154,32,156
2670,family,Furniture,279.9502818705367,1834.7244545539804,18,188,3
2671,off,Books,198.84678644583124,952.6699923891974,495,136,16
2672,last,Food,884.1457448325882,1311.786536151016,260,166,132
2673,group,Food,710.9312175625766,565.5950424091039,485,477,23
2674,beautiful,Books,869.7779531579957,354.22694124589896,313,479,102
2675,pretty,Food,389.62820620221555,1745.441034283196,119,147,77
2676,style,Furniture,320.2792312051334,263.53705201431967,309,245,134
2677,goal,Clothing,386.78132294878935,1559.3415462456942,102,183,55
2678,drug,Food,28.36271376716339,1182.919396849872,25,9,136
2679,us,Food,727.4572323970726,1729.2186742737554,431,436,73
2680,far,Books,356.2747323261275,1449.7459035914453,180,156,98
2681,push,Furniture,320.1905655410238,599.2449991175065,477,318,81
2682,expect,Clothing,602.1596547168276,1170.1338146516887,162,176,114
2683,beyond,Books,441.88741259271825,75.4935582306222,400,114,192
2684,beat,Books,981.0349345416595,976.6757676262365,485,243,67
2685,speech,Furniture,362.6905124698133,217.72658936546955,350,167,41
2686,almost,Clothing,617.7568837858342,886.4427457301429,215,488,40
2687,office,Furniture,318.5345896035552,263.74302559742057,383,437,103
2688,manager,Clothing,990.6890304085501,1913.1856235435594,124,223,155
2689,piece,Furniture,450.65992437292687,1069.9825169450692,292,191,39
2690,data,Books,637.787522758135,1830.7750712894544,156,275,53
2691,go,Books,135.45445424315028,93.6141347832434,193,289,40
2692,meet,Electronics,735.6939727150215,1293.423903569701,328,64,52
2693,prove,Food,276.5179572968658,648.5612787569095,53,282,37
2694,city,Furniture,454.12712030137516,892.0665421322108,170,173,67
2695,actually,Electronics,884.3017317041833,1752.5204206686449,335,257,147
2696,material,Food,970.8469897362504,1961.0411347795523,98,203,162
2697,dinner,Furniture,430.3263808219534,530.6593111450371,147,450,85
2698,project,Clothing,836.4546412749548,1899.0939064389383,300,419,66
2699,live,Food,62.81550460436215,1393.0175503193523,30,77,138
2700,woman,Books,849.0982894923599,1905.257132996678,74,103,52
2701,glass,Electronics,633.2152189311232,1146.6156473113595,172,226,170
2702,past,Food,493.81910670768593,1923.4747557333676,373,226,188
2703,issue,Food,891.0640680858753,1790.2881433874957,411,227,2
2704,mention,Books,846.8838502813497,300.75389538961974,84,96,129
2705,issue,Furniture,303.97564499403626,656.0403578483745,473,429,178
2706,size,Clothing,793.57349852131,523.9732234493981,73,76,164
2707,within,Books,108.49602432574888,1165.5936857980012,232,33,97
2708,career,Clothing,824.5362961126964,1615.4588914365543,290,82,22
2709,offer,Furniture,678.701061843018,1530.8523214294185,127,69,113
2710,reveal,Food,96.9876676226233,1467.1608079527796,85,339,82
2711,idea,Clothing,686.2493717393941,781.7665076843924,254,415,164
2712,use,Electronics,584.7140839096064,322.2919191742645,152,219,121
2713,now,Electronics,598.6046001335943,460.63792957576857,312,448,3
2714,despite,Books,297.95529577840153,1496.2710463142487,7,362,172
2715,writer,Furniture,273.8322280127168,337.69196116614836,452,358,118
2716,agent,Books,764.9097609334798,484.74607462036613,307,370,144
2717,lawyer,Books,264.24534620706675,877.8776731033079,136,399,139
2718,science,Books,451.79962929179965,190.6192398405528,184,302,10
2719,spring,Electronics,697.8411086127969,464.74951850175313,461,120,179
2720,region,Electronics,88.8200888141634,342.04784831541133,314,48,170
2721,stand,Books,598.6028987855407,1905.077476678089,341,68,25
2722,chance,Electronics,593.4826089216361,423.4754768125338,227,339,120
2723,cold,Furniture,687.3864237791453,1730.4509348322676,325,85,6
2724,drug,Books,376.22881435260206,273.85647296988634,244,382,110
2725,study,Electronics,454.4899763232013,1745.8626079898893,264,424,172
2726,property,Clothing,336.6696208052467,1218.8958832332657,450,377,8
2727,must,Books,810.086564716888,1706.9265502880048,251,385,162
2728,pretty,Books,139.30465243577115,1741.329942647847,408,276,41
2729,hear,Furniture,963.3244140395766,1212.9283848014477,170,256,110
2730,apply,Food,638.4877944194252,1839.503599120297,54,406,1
2731,through,Food,888.0376571482541,1191.6241683950147,400,438,131
2732,hotel,Furniture,431.9691436821166,1439.5019018628318,132,205,52
2733,point,Furniture,338.9562796880767,861.3569304792237,315,233,102
2734,agency,Furniture,901.7185520227437,1832.4320042184254,94,65,77
2735,quite,Food,107.88429858753976,1657.116950878452,46,399,171
2736,case,Furniture,125.93615919022503,375.0905676530086,350,317,47
2737,any,Electronics,306.3533087198306,1173.9563078991625,99,79,114
2738,cold,Books,960.1772319486553,1798.8132917195455,234,14,83
2739,husband,Books,636.737923766456,1596.4757626349542,269,325,19
2740,cell,Clothing,558.6517596492442,1926.9779222895838,37,378,70
2741,cause,Clothing,708.3027729918664,501.0382895478098,438,305,47
2742,concern,Books,423.2998105173845,766.5462846044321,433,390,117
2743,food,Electronics,760.4927664065913,1039.024181635356,497,169,78
2744,sister,Food,399.2983909931488,503.7048815531667,75,159,5
2745,white,Food,828.0995530078999,818.3882476181972,58,116,64
2746,this,Electronics,274.6221312557395,1098.2014486274484,19,346,107
2747,gun,Food,284.77119270504403,423.1114458526143,402,192,173
2748,company,Furniture,527.1594723724678,550.5412464700322,188,345,192
2749,federal,Books,436.45354677811775,293.4428746271492,401,435,173
2750,popular,Books,651.6346858418484,1441.0937492772096,139,443,36
2751,create,Electronics,370.6478471268432,755.0262567454594,143,183,137
2752,view,Food,238.24514257966314,479.51899870838736,456,373,151
2753,fact,Clothing,475.11047725407207,1039.2820909028574,108,378,160
2754,painting,Clothing,565.3469345021748,183.08614608623296,221,433,173
2755,find,Food,151.17405329139353,1850.6428823208698,145,231,156
2756,yes,Clothing,561.1514394758336,624.2116662566654,346,168,180
2757,create,Electronics,326.06413819541785,1778.6054789585312,376,15,11
2758,different,Electronics,398.5273660198228,1020.3591273830616,5,454,147
2759,drive,Food,286.52494777264843,1707.793470535749,445,193,64
2760,visit,Clothing,932.0962245151293,531.7756595398068,388,233,65
2761,relate,Electronics,686.5029184674117,391.7776743733684,56,263,73
2762,small,Electronics,269.83570828667655,1706.3530163079154,255,446,57
2763,protect,Furniture,648.5810212064307,465.2015706248362,472,54,66
2764,different,Furniture,850.0866854862257,1505.0809311341811,459,180,132
2765,wife,Electronics,407.61390624944096,721.9383995862831,222,435,157
2766,leader,Food,831.6579340646205,1508.9777665485647,360,4,4
2767,authority,Books,162.87079489659243,1819.9102186772438,48,257,124
2768,four,Books,824.5535512175063,1964.1949410102216,304,361,129
2769,lead,Electronics,544.8913002456427,751.6284806738352,163,322,92
2770,fear,Electronics,230.74474312988227,766.6753775490652,236,240,18
2771,want,Electronics,413.0699707103523,1963.7060867304665,248,482,141
2772,letter,Food,988.1130625221506,1729.9798540811748,365,163,70
2773,movement,Furniture,785.7204564760019,137.92934522718718,417,494,177
2774,as,Electronics,579.3354977712642,1168.2274731417149,100,461,175
2775,sing,Electronics,124.01227278548032,403.4273045194547,21,337,103
2776,space,Clothing,423.63346707248525,1988.324445381776,102,138,86
2777,Mrs,Food,270.4209988718179,320.8998741233987,5,451,30
2778,face,Electronics,80.29106871033635,1140.7278444585897,448,324,155
2779,mean,Clothing,546.7823448321218,1347.136821556907,197,473,200
2780,discover,Books,890.2938428424674,1877.27607657541,149,229,107
2781,against,Electronics,678.8438694923839,1702.1537077061646,345,491,156
2782,manager,Electronics,257.18358410070607,529.2218040891769,330,102,130
2783,east,Clothing,577.8487608842512,1166.616705020384,378,477,20
2784,approach,Food,943.8019405134992,1909.4692179164724,211,193,78
2785,fight,Electronics,725.685902393706,1484.6478518546285,160,307,152
2786,data,Books,692.5791604126963,1392.255879340793,146,30,77
2787,travel,Electronics,968.4765845652411,1522.0571045982554,58,295,72
