item_id,item_name,category,warehouse_id,stock_level,restock_threshold,supplier_id,cost_per_unit,selling_price,profit_margin,last_restock_date
I0271,Item_271,Clothing,W002,324,37,S012,35.9,674.06,0.41,2024-04-04 18:21:16.955871
I0272,Item_272,Toys,W004,413,44,S004,245.66,823.05,0.2,2025-02-07 18:21:16.955881
I0273,Item_273,Electronics,W009,375,23,S016,58.96,252.21,0.11,2024-11-27 18:21:16.955889
I0274,Item_274,Electronics,W004,343,5,S016,128.03,427.09,0.14,2024-08-12 18:21:16.955898
I0275,Item_275,Food,W004,442,9,S001,161.89,840.45,0.39,2024-03-11 18:21:16.955907
I0276,Item_276,Furniture,W002,66,31,S002,405.37,878.35,0.18,2024-12-02 18:21:16.955915
I0277,Item_277,Clothing,W006,74,20,S003,438.37,250.75,0.25,2024-11-29 18:21:16.955925
I0278,Item_278,Clothing,W002,44,10,S020,154.72,555.06,0.3,2024-04-23 18:21:16.955934
I0279,Item_279,Toys,W007,259,44,S017,430.06,200.57,0.39,2024-03-23 18:21:16.955944
I0280,Item_280,Toys,W003,153,17,S020,429.33,110.86,0.15,2024-09-23 18:21:16.955954
I0281,Item_281,Clothing,W003,154,39,S001,383.5,912.01,0.26,2024-07-11 18:21:16.955962
I0282,Item_282,Toys,W005,429,23,S020,77.61,822.3,0.29,2024-06-05 18:21:16.955972
I0283,Item_283,Food,W003,362,16,S006,346.71,762.43,0.32,2024-07-16 18:21:16.955981
I0284,Item_284,Clothing,W002,447,20,S015,472.79,58.28,0.43,2024-10-26 18:21:16.955991
I0285,Item_285,Toys,W010,474,47,S014,342.86,845.29,0.17,2024-09-04 18:21:16.956001
I0286,Item_286,Clothing,W009,233,14,S020,169.15,443.66,0.42,2025-02-20 18:21:16.956010
I0287,Item_287,Furniture,W002,50,29,S015,252.79,348.97,0.38,2024-03-19 18:21:16.956020
I0288,Item_288,Electronics,W002,305,24,S014,324.63,551.01,0.32,2024-10-19 18:21:16.956030
I0289,Item_289,Clothing,W008,261,35,S005,257.73,100.44,0.38,2024-11-06 18:21:16.956040
I0290,Item_290,Electronics,W009,314,8,S006,64.38,759.08,0.26,2024-03-06 18:21:16.956050
I0291,Item_291,Toys,W007,124,48,S017,159.47,586.61,0.16,2025-01-18 18:21:16.956059
I0292,Item_292,Electronics,W003,398,27,S011,402.19,194.72,0.37,2024-12-15 18:21:16.956082
I0293,Item_293,Clothing,W009,244,6,S016,431.4,196.35,0.31,2024-05-11 18:21:16.956092
I0294,Item_294,Furniture,W003,29,26,S012,72.96,192.41,0.36,2025-01-24 18:21:16.956102
I0295,Item_295,Toys,W005,425,41,S015,476.43,66.43,0.24,2024-06-01 18:21:16.956112
I0296,Item_296,Clothing,W009,484,12,S004,167.77,591.92,0.46,2025-02-13 18:21:16.956122
I0297,Item_297,Toys,W003,121,11,S018,332.85,841.94,0.33,2024-03-17 18:21:16.956132
I0298,Item_298,Food,W007,124,18,S003,377.15,27.32,0.13,2024-04-02 18:21:16.956142
I0299,Item_299,Electronics,W001,36,7,S008,406.91,58.51,0.28,2025-01-23 18:21:16.956152
I0300,Item_300,Food,W004,169,20,S003,473.15,577.04,0.4,2024-12-29 18:21:16.956162
I0301,Item_301,Clothing,W004,123,23,S008,159.9,821.3,0.42,2024-09-11 18:21:16.956172
I0302,Item_302,Furniture,W007,356,22,S018,429.96,333.47,0.3,2024-08-20 18:21:16.956182
I0303,Item_303,Toys,W008,34,20,S010,70.19,356.12,0.46,2024-03-19 18:21:16.956191
I0304,Item_304,Electronics,W001,86,12,S020,354.0,600.38,0.21,2025-02-05 18:21:16.956200
I0305,Item_305,Toys,W005,133,37,S017,372.28,281.47,0.26,2024-10-31 18:21:16.956209
I0306,Item_306,Clothing,W007,195,16,S008,340.47,36.34,0.46,2024-08-24 18:21:16.956218
I0307,Item_307,Toys,W004,273,15,S011,129.9,737.88,0.46,2024-05-30 18:21:16.956227
I0308,Item_308,Electronics,W004,200,9,S005,437.16,629.39,0.37,2025-01-22 18:21:16.956236
I0309,Item_309,Clothing,W004,368,31,S013,88.58,584.95,0.44,2025-02-14 18:21:16.956246
I0310,Item_310,Toys,W006,284,16,S005,31.55,744.27,0.14,2024-12-06 18:21:16.956269
I0311,Item_311,Furniture,W007,76,21,S013,360.15,678.48,0.45,2024-08-16 18:21:16.956280
I0312,Item_312,Clothing,W002,58,10,S006,240.36,213.82,0.23,2024-04-10 18:21:16.956290
I0313,Item_313,Clothing,W005,430,37,S005,425.3,358.96,0.17,2024-08-18 18:21:16.956300
I0314,Item_314,Furniture,W004,125,9,S009,194.78,134.85,0.2,2024-12-18 18:21:16.956310
I0315,Item_315,Food,W003,499,32,S016,88.3,138.56,0.27,2024-03-13 18:21:16.956319
I0316,Item_316,Electronics,W007,400,18,S002,419.04,679.43,0.2,2024-10-22 18:21:16.956329
I0317,Item_317,Food,W006,108,9,S001,276.71,860.01,0.23,2024-03-25 18:21:16.956338
I0318,Item_318,Toys,W007,223,37,S008,98.65,963.11,0.15,2024-12-27 18:21:16.956348
I0319,Item_319,Furniture,W005,495,45,S019,361.59,632.06,0.22,2024-11-19 18:21:16.956358
I0320,Item_320,Food,W006,277,23,S011,258.0,192.26,0.33,2024-05-25 18:21:16.956367
I0321,Item_321,Clothing,W005,67,26,S012,304.13,114.59,0.28,2024-09-28 18:21:16.956377
I0322,Item_322,Toys,W007,68,9,S012,233.14,814.72,0.24,2024-05-22 18:21:16.956387
I0323,Item_323,Toys,W002,164,6,S007,415.21,582.97,0.4,2024-06-04 18:21:16.956396
I0324,Item_324,Food,W005,488,34,S013,415.63,622.1,0.46,2025-02-15 18:21:16.956405
I0325,Item_325,Food,W006,304,43,S008,356.15,783.65,0.4,2024-05-17 18:21:16.956414
I0326,Item_326,Furniture,W006,396,8,S009,57.17,706.24,0.23,2024-05-27 18:21:16.956423
I0327,Item_327,Electronics,W005,161,37,S007,420.23,836.11,0.4,2024-04-29 18:21:16.956433
I0328,Item_328,Food,W010,364,17,S015,337.15,65.65,0.16,2025-02-16 18:21:16.956443
I0329,Item_329,Food,W007,341,24,S002,350.03,750.05,0.15,2024-07-31 18:21:16.956452
I0330,Item_330,Clothing,W010,308,11,S020,184.68,852.34,0.24,2024-10-22 18:21:16.956463
I0331,Item_331,Toys,W008,378,19,S012,440.24,293.27,0.42,2024-10-24 18:21:16.956473
I0332,Item_332,Electronics,W007,342,27,S001,364.06,644.04,0.2,2025-01-22 18:21:16.956484
I0333,Item_333,Clothing,W005,434,18,S008,60.73,321.02,0.13,2025-02-23 18:21:16.956494
I0334,Item_334,Furniture,W001,386,27,S005,206.85,958.39,0.15,2024-08-04 18:21:16.956505
I0335,Item_335,Furniture,W005,41,23,S015,443.76,43.09,0.44,2025-02-18 18:21:16.956514
I0336,Item_336,Food,W010,353,33,S001,28.36,583.99,0.35,2024-05-03 18:21:16.956523
I0337,Item_337,Food,W002,415,24,S001,480.9,174.84,0.2,2025-02-19 18:21:16.956533
I0338,Item_338,Furniture,W005,108,33,S010,341.19,715.1,0.32,2024-12-06 18:21:16.956543
I0339,Item_339,Food,W005,50,28,S010,317.53,184.13,0.31,2024-05-26 18:21:16.956552
I0340,Item_340,Electronics,W002,249,22,S015,138.93,243.03,0.36,2024-08-31 18:21:16.956562
I0341,Item_341,Food,W005,496,14,S017,128.15,499.43,0.19,2024-03-23 18:21:16.956570
I0342,Item_342,Toys,W004,340,45,S006,471.32,915.69,0.45,2024-04-09 18:21:16.956598
I0343,Item_343,Food,W001,429,12,S003,152.64,219.6,0.22,2024-03-22 18:21:16.956609
I0344,Item_344,Clothing,W003,382,30,S013,388.88,152.8,0.38,2024-10-11 18:21:16.956618
I0345,Item_345,Electronics,W001,491,33,S016,199.6,761.39,0.11,2025-01-30 18:21:16.956627
I0346,Item_346,Clothing,W005,20,14,S008,73.93,505.61,0.25,2024-04-05 18:21:16.956637
I0347,Item_347,Clothing,W004,299,21,S015,10.3,912.67,0.24,2024-08-25 18:21:16.956647
I0348,Item_348,Toys,W007,138,6,S017,274.41,155.15,0.32,2024-09-09 18:21:16.956656
I0349,Item_349,Electronics,W005,358,10,S017,488.01,649.47,0.13,2024-03-23 18:21:16.956666
I0350,Item_350,Electronics,W010,323,9,S013,187.72,240.55,0.42,2024-08-30 18:21:16.956677
I0351,Item_351,Electronics,W004,498,32,S017,181.81,165.19,0.19,2024-11-21 18:21:16.956686
I0352,Item_352,Electronics,W002,384,45,S006,175.33,686.6,0.37,2025-01-22 18:21:16.956696
I0353,Item_353,Electronics,W004,91,9,S017,262.67,597.75,0.42,2024-11-05 18:21:16.956706
I0354,Item_354,Toys,W002,446,22,S016,223.13,757.28,0.32,2024-10-01 18:21:16.956718
I0355,Item_355,Food,W008,279,30,S014,440.56,316.37,0.4,2024-07-08 18:21:16.956728
I0356,Item_356,Clothing,W003,124,24,S013,255.23,453.49,0.36,2024-05-28 18:21:16.956739
I0357,Item_357,Electronics,W009,482,45,S006,256.34,411.42,0.24,2024-03-25 18:21:16.956747
I0358,Item_358,Food,W004,396,31,S003,73.49,984.25,0.42,2025-01-17 18:21:16.956757
I0359,Item_359,Food,W006,110,16,S014,491.46,299.33,0.22,2024-10-12 18:21:16.956766
I0360,Item_360,Clothing,W010,353,11,S014,128.74,301.87,0.33,2024-03-27 18:21:16.956775
I0361,Item_361,Toys,W005,138,7,S015,41.32,361.0,0.4,2024-07-04 18:21:16.956784
I0362,Item_362,Furniture,W010,483,14,S008,333.26,568.95,0.25,2024-04-11 18:21:16.956794
I0363,Item_363,Furniture,W001,434,38,S015,299.71,259.8,0.22,2024-03-16 18:21:16.956803
I0364,Item_364,Food,W009,272,29,S013,210.5,916.14,0.28,2024-09-17 18:21:16.956813
I0365,Item_365,Clothing,W001,98,39,S017,213.99,273.03,0.43,2025-01-17 18:21:16.956822
I0366,Item_366,Furniture,W008,251,20,S003,393.61,896.86,0.47,2024-09-27 18:21:16.956832
I0367,Item_367,Food,W009,337,6,S006,101.88,112.44,0.32,2024-04-22 18:21:16.956842
I0368,Item_368,Toys,W009,103,28,S005,411.03,660.0,0.36,2025-01-26 18:21:16.956852
I0369,Item_369,Furniture,W001,213,14,S017,326.13,907.92,0.46,2024-10-03 18:21:16.956861
I0370,Item_370,Food,W002,248,42,S002,212.39,177.06,0.14,2024-12-10 18:21:16.956870
I0371,Item_371,Food,W001,151,26,S015,231.72,968.64,0.19,2024-10-02 18:21:16.956879
I0372,Item_372,Electronics,W010,249,30,S005,132.04,458.35,0.38,2024-07-10 18:21:16.956888
I0373,Item_373,Toys,W002,274,47,S020,377.3,946.26,0.43,2024-12-22 18:21:16.956897
I0374,Item_374,Electronics,W010,164,43,S006,258.87,680.05,0.44,2024-03-14 18:21:16.956906
I0375,Item_375,Clothing,W008,486,31,S006,163.82,308.57,0.27,2024-03-16 18:21:16.956915
I0376,Item_376,Electronics,W005,340,33,S018,300.04,196.42,0.14,2024-05-31 18:21:16.956922
I0377,Item_377,Electronics,W007,7,42,S018,497.89,310.7,0.28,2024-04-02 18:21:16.956938
I0378,Item_378,Furniture,W002,283,24,S004,220.45,102.09,0.19,2024-08-24 18:21:16.956943
I0379,Item_379,Food,W008,4,31,S017,460.74,152.43,0.22,2024-06-08 18:21:16.956949
I0380,Item_380,Toys,W006,144,45,S014,175.78,113.61,0.41,2024-06-01 18:21:16.956957
I0381,Item_381,Electronics,W008,100,24,S014,32.09,428.71,0.13,2024-09-08 18:21:16.956967
I0382,Item_382,Toys,W001,163,48,S013,106.1,797.62,0.43,2024-06-10 18:21:16.956975
I0383,Item_383,Electronics,W001,373,23,S007,212.25,149.97,0.27,2024-07-12 18:21:16.956984
I0384,Item_384,Clothing,W007,146,24,S012,113.72,139.02,0.34,2025-01-22 18:21:16.956990
I0385,Item_385,Electronics,W008,63,39,S015,5.11,646.99,0.14,2024-07-25 18:21:16.956995
I0386,Item_386,Furniture,W003,90,6,S019,457.93,205.21,0.23,2025-01-05 18:21:16.957001
I0387,Item_387,Food,W005,116,34,S011,422.72,106.63,0.14,2024-07-29 18:21:16.957006
I0388,Item_388,Clothing,W001,353,38,S015,372.43,175.18,0.48,2025-01-26 18:21:16.957012
I0389,Item_389,Electronics,W007,266,26,S012,88.07,924.49,0.42,2025-01-16 18:21:16.957017
I0390,Item_390,Toys,W005,309,7,S003,64.58,823.26,0.28,2024-03-14 18:21:16.957023
I0391,Item_391,Clothing,W008,172,10,S017,38.46,360.52,0.19,2024-11-16 18:21:16.957028
I0392,Item_392,Clothing,W008,46,19,S003,363.39,659.26,0.47,2024-09-04 18:21:16.957033
I0393,Item_393,Electronics,W009,139,31,S019,464.76,541.9,0.24,2025-02-07 18:21:16.957039
I0394,Item_394,Clothing,W007,245,14,S020,218.12,680.35,0.16,2024-12-30 18:21:16.957044
I0395,Item_395,Toys,W001,148,13,S004,63.97,685.84,0.33,2024-07-13 18:21:16.957052
I0396,Item_396,Clothing,W003,245,37,S003,258.63,632.45,0.48,2025-01-09 18:21:16.957061
I0397,Item_397,Toys,W008,394,36,S016,177.67,273.44,0.1,2024-12-19 18:21:16.957070
I0398,Item_398,Electronics,W003,486,10,S012,190.54,48.62,0.2,2024-08-11 18:21:16.957079
I0399,Item_399,Food,W008,475,45,S008,312.56,461.01,0.48,2024-10-05 18:21:16.957084
I0400,Item_400,Clothing,W001,4,40,S017,360.77,892.06,0.17,2024-04-07 18:21:16.957090
I0401,Item_401,Food,W005,464,6,S007,59.75,573.8,0.15,2025-02-01 18:21:16.957095
I0402,Item_402,Toys,W004,183,33,S011,22.62,834.07,0.33,2024-11-22 18:21:16.957104
I0403,Item_403,Clothing,W005,19,8,S018,497.19,991.71,0.44,2024-06-27 18:21:16.957110
I0404,Item_404,Furniture,W008,424,5,S001,120.2,171.98,0.29,2024-07-02 18:21:16.957116
I0405,Item_405,Food,W010,45,23,S003,31.65,694.86,0.5,2025-01-01 18:21:16.957121
I0406,Item_406,Clothing,W004,11,30,S004,98.99,677.55,0.37,2024-10-09 18:21:16.957126
I0407,Item_407,Food,W004,69,29,S013,24.28,980.16,0.13,2024-03-28 18:21:16.957132
I0408,Item_408,Clothing,W003,16,14,S006,198.95,985.74,0.5,2024-05-28 18:21:16.957137
I0409,Item_409,Electronics,W007,370,19,S014,402.19,689.81,0.26,2025-01-14 18:21:16.957143
I0410,Item_410,Food,W003,146,26,S005,173.92,251.18,0.21,2024-11-18 18:21:16.957148
I0411,Item_411,Furniture,W003,153,25,S016,224.87,800.57,0.32,2024-08-25 18:21:16.957157
I0412,Item_412,Furniture,W010,303,26,S015,339.42,115.96,0.22,2024-10-19 18:21:16.957166
I0413,Item_413,Toys,W005,107,40,S015,256.9,782.89,0.13,2024-07-10 18:21:16.957175
I0414,Item_414,Clothing,W005,235,38,S004,431.42,911.09,0.1,2024-04-13 18:21:16.957183
I0415,Item_415,Food,W006,307,34,S008,433.69,389.01,0.28,2024-11-30 18:21:16.957188
I0416,Item_416,Toys,W008,351,29,S016,9.91,634.33,0.43,2024-06-13 18:21:16.957194
I0417,Item_417,Food,W010,69,49,S016,390.13,435.84,0.33,2024-07-30 18:21:16.957199
I0418,Item_418,Clothing,W006,182,32,S004,233.06,443.39,0.5,2024-07-24 18:21:16.957205
I0419,Item_419,Furniture,W001,249,5,S013,494.48,317.27,0.21,2024-11-16 18:21:16.957210
I0420,Item_420,Electronics,W008,227,49,S013,244.2,764.51,0.21,2025-01-06 18:21:16.957215
I0421,Item_421,Furniture,W008,101,8,S002,493.51,936.81,0.16,2024-08-07 18:21:16.957221
I0422,Item_422,Toys,W009,74,11,S003,378.51,941.34,0.17,2024-06-11 18:21:16.957227
I0423,Item_423,Electronics,W009,416,13,S008,128.06,183.03,0.21,2024-08-30 18:21:16.957232
I0424,Item_424,Toys,W002,445,40,S015,271.51,876.0,0.42,2024-06-24 18:21:16.957237
I0425,Item_425,Clothing,W002,215,23,S011,496.11,740.06,0.46,2024-10-24 18:21:16.957243
I0426,Item_426,Electronics,W003,406,5,S009,429.48,260.31,0.49,2024-03-19 18:21:16.957248
I0427,Item_427,Toys,W001,398,14,S007,53.2,76.61,0.19,2024-09-06 18:21:16.957254
I0428,Item_428,Clothing,W004,410,40,S013,354.65,275.32,0.45,2024-03-28 18:21:16.957259
I0429,Item_429,Furniture,W004,202,13,S002,176.06,913.09,0.23,2024-10-11 18:21:16.957265
I0430,Item_430,Clothing,W009,191,49,S008,8.46,636.85,0.15,2024-12-27 18:21:16.957270
I0431,Item_431,Food,W009,248,46,S007,204.72,723.84,0.45,2024-08-15 18:21:16.957275
I0432,Item_432,Clothing,W009,498,36,S012,121.2,264.58,0.35,2024-06-01 18:21:16.957281
I0433,Item_433,Clothing,W010,241,36,S019,410.34,722.19,0.17,2024-06-09 18:21:16.957286
I0434,Item_434,Food,W007,464,10,S007,171.98,37.84,0.27,2024-11-21 18:21:16.957292
I0435,Item_435,Toys,W002,178,42,S010,414.62,381.57,0.21,2024-10-22 18:21:16.957297
I0436,Item_436,Toys,W010,436,21,S016,5.3,630.49,0.39,2025-01-14 18:21:16.957303
I0437,Item_437,Clothing,W005,461,14,S003,157.37,154.64,0.28,2024-06-15 18:21:16.957308
I0438,Item_438,Food,W004,218,31,S010,124.38,824.77,0.5,2025-02-17 18:21:16.957313
I0439,Item_439,Food,W008,81,39,S006,120.62,242.68,0.12,2024-07-23 18:21:16.957319
I0440,Item_440,Furniture,W002,91,25,S018,38.75,655.76,0.24,2024-12-17 18:21:16.957324
I0441,Item_441,Toys,W006,434,29,S018,97.63,411.15,0.29,2024-12-17 18:21:16.957330
I0442,Item_442,Electronics,W005,174,32,S005,280.0,600.08,0.3,2024-12-05 18:21:16.957335
I0443,Item_443,Toys,W002,238,19,S007,149.22,116.38,0.23,2025-01-25 18:21:16.957340
I0444,Item_444,Toys,W010,259,8,S002,211.61,26.74,0.39,2024-12-13 18:21:16.957345
I0445,Item_445,Furniture,W001,390,33,S011,191.55,910.47,0.45,2024-06-07 18:21:16.957351
I0446,Item_446,Electronics,W008,364,13,S013,438.57,276.93,0.48,2024-11-27 18:21:16.957356
I0447,Item_447,Furniture,W002,162,31,S005,453.12,821.48,0.42,2024-07-31 18:21:16.957362
I0448,Item_448,Electronics,W007,47,30,S006,249.01,999.36,0.44,2024-07-26 18:21:16.957367
I0449,Item_449,Clothing,W009,328,23,S014,168.43,219.32,0.32,2024-04-08 18:21:16.957373
I0450,Item_450,Electronics,W009,327,32,S012,57.87,272.52,0.43,2024-06-03 18:21:16.957378
I0451,Item_451,Furniture,W008,115,21,S004,476.93,666.23,0.22,2024-05-07 18:21:16.957384
I0452,Item_452,Toys,W010,428,47,S006,34.81,965.79,0.26,2024-08-01 18:21:16.957389
I0453,Item_453,Electronics,W009,336,45,S010,152.34,916.66,0.23,2024-03-28 18:21:16.957396
I0454,Item_454,Electronics,W002,336,46,S018,152.54,507.85,0.29,2024-12-09 18:21:16.957401
I0455,Item_455,Food,W006,368,24,S015,163.6,797.16,0.21,2024-05-12 18:21:16.957407
I0456,Item_456,Toys,W004,224,49,S008,86.32,144.39,0.48,2025-01-08 18:21:16.957418
I0457,Item_457,Clothing,W004,351,44,S009,392.66,977.66,0.23,2024-11-06 18:21:16.957428
I0458,Item_458,Furniture,W005,327,43,S005,65.64,964.71,0.14,2024-08-08 18:21:16.957437
I0459,Item_459,Clothing,W003,146,27,S010,319.28,172.09,0.31,2024-07-29 18:21:16.957443
I0460,Item_460,Toys,W001,62,36,S020,66.3,306.43,0.12,2024-09-23 18:21:16.957448
I0461,Item_461,Electronics,W008,293,37,S006,39.92,109.15,0.14,2025-02-14 18:21:16.957455
I0462,Item_462,Electronics,W005,322,9,S016,455.17,279.0,0.19,2024-03-08 18:21:16.957472
I0463,Item_463,Toys,W003,442,47,S003,99.11,817.8,0.29,2024-09-20 18:21:16.957480
I0464,Item_464,Electronics,W010,324,38,S010,411.52,384.53,0.27,2024-06-08 18:21:16.957486
I0465,Item_465,Electronics,W007,12,44,S011,274.59,97.51,0.42,2024-12-09 18:21:16.957492
I0466,Item_466,Electronics,W007,430,15,S011,43.54,348.8,0.4,2024-06-12 18:21:16.957498
I0467,Item_467,Furniture,W001,493,7,S017,477.95,981.57,0.27,2024-10-16 18:21:16.957504
I0468,Item_468,Furniture,W009,188,37,S004,127.25,633.39,0.23,2024-12-19 18:21:16.957512
I0469,Item_469,Food,W002,286,15,S004,430.52,422.0,0.23,2024-07-11 18:21:16.957521
I0470,Item_470,Clothing,W005,207,20,S017,88.56,174.87,0.41,2024-09-14 18:21:16.957529
I0471,Item_471,Toys,W005,113,22,S009,427.7,986.32,0.12,2025-02-09 18:21:16.957538
I0472,Item_472,Toys,W008,479,34,S019,11.55,822.64,0.11,2024-07-07 18:21:16.957546
I0473,Item_473,Toys,W008,21,14,S005,258.33,288.66,0.42,2024-08-13 18:21:16.957556
I0474,Item_474,Food,W007,348,22,S006,385.87,79.37,0.29,2024-03-12 18:21:16.957566
I0475,Item_475,Furniture,W007,213,42,S003,467.72,66.06,0.15,2025-01-25 18:21:16.957574
I0476,Item_476,Food,W006,170,23,S001,455.06,129.17,0.19,2024-03-02 18:21:16.957583
I0477,Item_477,Toys,W006,322,40,S020,410.71,584.96,0.47,2024-03-23 18:21:16.957592
I0478,Item_478,Clothing,W009,53,17,S016,444.65,929.48,0.44,2024-03-30 18:21:16.957603
I0479,Item_479,Electronics,W006,393,7,S011,103.61,501.78,0.38,2024-04-14 18:21:16.957612
I0480,Item_480,Furniture,W002,297,14,S013,145.67,844.52,0.29,2024-05-04 18:21:16.957621
I0481,Item_481,Furniture,W002,319,42,S010,148.04,451.43,0.31,2024-03-31 18:21:16.957631
I0482,Item_482,Food,W005,125,5,S003,191.64,711.5,0.49,2024-07-19 18:21:16.957640
I0483,Item_483,Furniture,W004,276,31,S009,199.69,734.55,0.49,2024-09-30 18:21:16.957649
I0484,Item_484,Toys,W002,463,12,S012,274.55,182.22,0.19,2024-06-10 18:21:16.957658
I0485,Item_485,Toys,W003,203,46,S014,84.14,367.6,0.42,2024-05-08 18:21:16.957668
I0486,Item_486,Food,W007,193,21,S001,347.17,640.93,0.18,2024-05-01 18:21:16.957677
I0487,Item_487,Toys,W008,168,13,S018,87.95,79.99,0.19,2024-10-04 18:21:16.957686
I0488,Item_488,Clothing,W006,151,10,S017,158.6,367.92,0.37,2024-07-04 18:21:16.957695
I0489,Item_489,Food,W005,34,47,S009,254.16,539.45,0.26,2024-11-01 18:21:16.957700
I0490,Item_490,Clothing,W001,183,29,S009,399.24,996.26,0.47,2024-11-26 18:21:16.957706
I0491,Item_491,Electronics,W008,285,43,S010,371.04,479.79,0.14,2024-07-31 18:21:16.957711
I0492,Item_492,Clothing,W003,56,32,S019,324.54,817.9,0.3,2024-09-13 18:21:16.957716
I0493,Item_493,Electronics,W006,221,37,S015,82.11,437.75,0.47,2024-12-02 18:21:16.957722
I0494,Item_494,Electronics,W003,302,41,S005,275.79,798.43,0.46,2024-12-09 18:21:16.957727
I0495,Item_495,Clothing,W007,162,13,S015,48.29,599.46,0.16,2024-09-16 18:21:16.957732
I0496,Item_496,Food,W007,18,22,S020,191.79,887.73,0.25,2025-02-19 18:21:16.957738
I0497,Item_497,Toys,W009,369,25,S002,209.69,416.83,0.35,2024-12-08 18:21:16.957743
I0498,Item_498,Toys,W005,263,6,S013,24.71,608.26,0.16,2024-11-25 18:21:16.957748
I0499,Item_499,Electronics,W008,281,47,S016,140.62,633.72,0.49,2024-11-29 18:21:16.957754
I0500,Item_500,Electronics,W010,112,42,S015,478.05,423.21,0.47,2024-05-30 18:21:16.957759
I0501,Item_501,Food,W010,487,44,S010,477.05,152.87,0.17,2024-11-12 18:21:16.957765
I0502,Item_502,Furniture,W008,326,40,S014,179.4,102.62,0.15,2024-03-22 18:21:16.957770
I0503,Item_503,Clothing,W001,29,47,S010,26.33,26.5,0.13,2024-09-02 18:21:16.957776
I0504,Item_504,Electronics,W005,134,41,S014,93.65,874.8,0.46,2025-01-01 18:21:16.957781
I0505,Item_505,Toys,W003,66,19,S009,199.15,244.11,0.18,2024-07-28 18:21:16.957787
I0506,Item_506,Food,W001,64,32,S014,474.15,219.39,0.27,2024-11-21 18:21:16.957792
I0507,Item_507,Clothing,W004,291,22,S003,74.89,738.68,0.28,2024-07-16 18:21:16.957797
I0508,Item_508,Food,W008,24,38,S020,382.94,326.82,0.34,2025-02-15 18:21:16.957803
I0509,Item_509,Clothing,W003,36,26,S016,58.8,510.98,0.13,2025-01-02 18:21:16.957808
I0510,Item_510,Clothing,W010,0,15,S002,490.72,170.89,0.19,2024-12-09 18:21:16.957814
I0511,Item_511,Electronics,W002,398,17,S010,193.9,960.15,0.47,2024-08-02 18:21:16.957820
I0512,Item_512,Food,W009,36,8,S003,388.74,853.07,0.46,2024-04-14 18:21:16.957825
I0513,Item_513,Food,W010,140,26,S011,174.58,865.15,0.41,2024-04-28 18:21:16.957831
I0514,Item_514,Toys,W005,231,11,S011,315.7,412.71,0.11,2024-04-20 18:21:16.957837
I0515,Item_515,Toys,W007,135,47,S013,100.05,764.74,0.23,2024-03-31 18:21:16.957843
I0516,Item_516,Electronics,W002,388,28,S007,77.28,152.44,0.35,2024-11-04 18:21:16.957848
I0517,Item_517,Electronics,W009,187,8,S017,469.34,18.53,0.21,2024-03-10 18:21:16.957854
I0518,Item_518,Furniture,W009,127,32,S002,459.24,29.77,0.46,2024-09-12 18:21:16.957859
I0519,Item_519,Toys,W004,200,19,S012,444.3,590.74,0.35,2024-05-21 18:21:16.957865
I0520,Item_520,Clothing,W004,126,5,S010,314.59,460.84,0.13,2025-01-28 18:21:16.957870
I0521,Item_521,Food,W006,256,7,S018,405.09,522.84,0.46,2024-12-16 18:21:16.957875
I0522,Item_522,Electronics,W010,163,18,S011,39.17,17.39,0.48,2024-07-21 18:21:16.957881
I0523,Item_523,Food,W010,34,42,S016,170.72,428.46,0.13,2024-08-19 18:21:16.957886
I0524,Item_524,Food,W010,193,5,S017,160.28,720.89,0.31,2024-03-28 18:21:16.957892
I0525,Item_525,Furniture,W006,190,42,S019,319.64,448.27,0.22,2024-04-24 18:21:16.957897
I0526,Item_526,Toys,W001,103,42,S018,181.2,734.9,0.26,2024-10-23 18:21:16.957903
I0527,Item_527,Electronics,W009,22,25,S003,78.51,240.69,0.17,2025-02-05 18:21:16.957908
I0528,Item_528,Food,W002,264,33,S016,300.25,815.01,0.33,2024-06-12 18:21:16.957914
I0529,Item_529,Electronics,W005,289,9,S006,408.12,592.55,0.48,2024-05-04 18:21:16.957919
I0530,Item_530,Clothing,W009,429,14,S012,194.15,218.66,0.3,2025-02-02 18:21:16.957928
I0531,Item_531,Furniture,W004,461,32,S011,70.47,244.35,0.13,2025-01-15 18:21:16.957937
I0532,Item_532,Clothing,W003,383,25,S015,102.36,631.75,0.35,2025-01-17 18:21:16.957946
I0533,Item_533,Electronics,W007,259,11,S015,122.55,831.64,0.24,2025-01-07 18:21:16.957956
I0534,Item_534,Electronics,W006,413,7,S016,153.45,421.47,0.44,2024-08-25 18:21:16.957963
I0535,Item_535,Toys,W008,478,49,S010,323.18,265.72,0.27,2024-12-11 18:21:16.957968
I0536,Item_536,Food,W003,357,24,S012,302.47,868.34,0.18,2024-07-30 18:21:16.957973
I0537,Item_537,Food,W005,74,23,S013,349.56,672.58,0.18,2024-08-25 18:21:16.957979
I0538,Item_538,Clothing,W010,354,39,S004,184.44,453.6,0.41,2024-11-09 18:21:16.957984
I0539,Item_539,Furniture,W004,71,8,S007,412.88,493.02,0.21,2024-08-20 18:21:16.957990
I0540,Item_540,Food,W004,258,9,S002,106.02,212.21,0.41,2024-06-05 18:21:16.957995
I0541,Item_541,Toys,W004,397,5,S015,237.18,630.53,0.18,2024-11-30 18:21:16.958001
