supplier_id,supplier_name,contact_email,reliability_score
415,Edwards-Morris,christina88@nelson-clarke.com,81.59186060848997
416,Meyers-Yates,david41@garcia.com,72.42227609891599
417,Wilson-Smith,melissa85@knox-baker.com,64.66053858490322
418,Adkins-Gonzalez,amandabowen@marquez.com,66.4332272684958
419,Anderson-Smith,renee92@klein.com,83.62592280385192
420,Beard Group,jacksonkelsey@barrett-tucker.com,87.618726471884
421,Zuniga PLC,fordandrea@martinez-holt.com,89.57895218629243
422,Pena-Foster,kcampbell@mcdaniel.com,89.48090713972769
423,Mullins-Perez,annamorrison@petersen.info,54.560305152434516
424,"Griffin, Cobb and Melendez",richard43@walters.com,74.72101523512907
425,"Cabrera, Bennett and Sanchez",ynelson@barron-davenport.com,52.877938000832216
426,Wade Group,elizabethlopez@perez.com,77.47644411618677
427,Dorsey PLC,matthew02@pena-walsh.com,72.07652506866884
428,"Patrick, Martin and Taylor",egreer@yu.com,94.38520913791498
429,Lewis and Sons,uwilliamson@barnes.net,67.54575062760394
430,Harvey Inc,lisa46@ford.com,55.853350821380296
431,Kelly PLC,yorkshawn@fletcher.com,57.149584102641796
432,Brown-Green,john99@watson.com,88.07553158587362
433,"York, Rosales and Hines",zachary03@morgan.com,80.91090316581305
434,"Hoffman, Castillo and Sanchez",cynthia17@morrow-king.info,55.05613380613951
435,Roberts Ltd,bashley@henry.info,54.20534030574987
436,Cherry-Flores,sherry36@cordova.com,85.048456572956
437,Smith-Pham,melanie45@burch.com,53.638150318209675
438,Jones Ltd,summersjared@hancock.biz,91.09300296451781
439,Hill LLC,bblack@sims-collins.com,85.31211135782482
440,"Carter, Weiss and Guerrero",casekevin@wade.biz,54.06743903209499
441,"Curry, Brown and Holmes",jenniferwheeler@mcguire.com,54.241885704259595
442,"Sanchez, Scott and Griffith",sday@price.com,99.33197892505876
443,Bailey LLC,laurenwebb@porter.com,68.71353978780601
444,"Taylor, Williams and Richard",leachrachael@sims.com,68.53210735334454
445,"Edwards, Mathis and Martin",sgarcia@green-weaver.com,90.63997836287513
446,"Armstrong, Jones and Lane",joseph78@miller-houston.com,97.36242886919294
447,"Davis, Shelton and Price",charles65@sanchez.com,99.30005319114355
448,Harris Group,salasheather@rivera.com,87.66890926294708
449,Dixon-Jefferson,ryan16@davis.com,68.81297927654579
450,"Perez, Garcia and Mccormick",keithmay@becker.com,54.17503583493344
451,"Smith, Randall and Martinez",richard74@love.net,88.85734579637185
452,"Andersen, Cisneros and Nielsen",johnfischer@carter.com,77.92021248679025
453,Gomez and Sons,conniejohnson@love.com,71.21110046234881
454,Young and Sons,ryan44@nolan-rice.com,95.3177192547368
455,Davis Ltd,paul72@bradley.com,55.559874115307565
456,"Gomez, Ochoa and Nelson",williamsantiago@wheeler.com,74.63125521454296
457,"Chapman, Mccall and Francis",michaelgarza@brown.info,50.567682238370956
458,Gaines-Franco,jeanhenson@hawkins.info,73.43303209970631
459,Santos-Callahan,aallen@benson.org,52.815163784091865
460,Rice-Joseph,morrowsara@wright-boone.com,55.9408958134036
461,"Winters, Cortez and Smith",vhart@lopez.com,55.87631233885524
462,Butler PLC,olsonsteven@berg-cook.net,82.46051510580318
463,Flores-Lucero,ymorgan@taylor-gould.com,87.30224396327117
464,Frederick-Sanchez,troybutler@coleman-weaver.net,79.16843825485799
465,Hicks PLC,tanyaball@allen.biz,98.10862742372709
466,Rodriguez PLC,katherine90@adams-powers.com,68.7435289761852
467,Warren-Pearson,catherine83@mann-wood.com,64.28560431409304
468,Barron-Lewis,zbarber@smith.com,93.42995640947302
469,"Calderon, Fisher and Dillon",ortegaphilip@bennett.info,61.17979192597263
470,Martin Inc,mariamartinez@kelley.com,98.16112697203056
471,Wilkinson PLC,robertsjacob@wyatt.net,50.60772373449082
472,Li-Baker,donna48@johnson.com,98.49394133538195
473,"Taylor, Hanson and White",carriejohnson@jennings.com,52.1579955975288
474,Reed-Ray,ggarcia@russo.com,94.55715568490356
475,Parker Group,rosscourtney@benton.com,76.385055454315
476,Peters-Nguyen,ybailey@fischer.com,99.64823980596502
477,Sharp-Cook,steven31@richardson-martinez.com,53.68982823676994
478,Shaw Inc,hatfieldkayla@white.net,77.69271422006604
479,Walker-Pope,pedwards@reeves-olson.com,98.46512678095495
480,Williams Ltd,qsandoval@young.org,76.15489220850745
481,"Brown, Evans and Carr",erikathompson@lewis-patel.com,81.46993190676312
482,Wyatt-Hernandez,nicole16@smith.net,84.78743444923086
483,Barajas-Cobb,john64@turner.biz,72.72705323838866
484,Green PLC,lluna@knight.com,81.37790400420317
485,Saunders PLC,derrickarias@franklin.com,79.21571559615501
486,Smith-Short,crystal60@fisher-jensen.com,95.05790052454944
487,Mckee PLC,rthomas@gibson.org,52.272319017072896
488,Smith-Hill,melissalee@schroeder.com,64.04815947961151
489,"Walker, Sullivan and Coleman",juliesimmons@guzman.info,97.52057420382793
490,Miller-Lamb,jon14@castro-jenkins.com,94.51318919454582
491,Williamson Inc,harveyjohn@ford-warren.com,72.78283763928565
492,Coffey LLC,ukelley@martin-williams.com,81.00662989007684
493,"Smith, Hunter and Calderon",jarviskatie@velasquez.com,63.86905914905663
494,Brown Ltd,michele73@barnes-lopez.com,59.40605798618807
495,Miller PLC,leachjoshua@church-gibbs.net,73.18492024699911
496,"Nichols, Ramsey and Morales",smithnicole@baker.com,67.66761140130264
497,Hampton-Campbell,pnorman@johnson-avila.com,79.1828055925436
498,"Tran, Russo and Bass",xdelgado@brown.info,53.88673184824924
499,"Watts, Nguyen and Rosales",brandonjennings@lara-baker.com,98.71974038330833
500,Mitchell Inc,sullivanphilip@rodriguez.info,99.31053722398013
