transaction_id,user_id,item_id,category,warehouse_id,quantity,price_per_unit,total_price,timestamp,discount_applied,payment_method
T00869,U123,I0145,Clothing,W007,3,177.3,531.9000000000001,2025-01-31 18:21:16.974962,31,Debit Card
T00870,U187,I0351,Clothing,W002,5,707.75,3538.75,2024-11-28 18:21:16.974967,18,Net Banking
T00871,U262,I0583,Food,W001,4,744.02,2976.08,2024-09-17 18:21:16.974973,44,PayPal
T00872,U413,I0465,Furniture,W002,9,888.01,7992.09,2025-01-09 18:21:16.974978,27,PayPal
T00873,U273,I0348,Food,W006,5,230.61,1153.0500000000002,2025-01-27 18:21:16.974983,46,Credit Card
T00874,U373,I0742,Toys,W002,2,988.87,1977.74,2025-02-08 18:21:16.974988,7,Net Banking
T00875,U060,I0125,Toys,W010,1,161.86,161.86,2025-01-13 18:21:16.974994,42,Credit Card
T00876,U406,I0790,Electronics,W004,7,604.68,4232.759999999999,2024-11-13 18:21:16.974999,0,Debit Card
T00877,U408,I0271,Food,W010,1,660.6,660.6,2025-02-08 18:21:16.975004,3,Net Banking
T00878,U125,I0357,Toys,W003,8,424.76,3398.08,2024-11-16 18:21:16.975009,21,PayPal
T00879,U337,I0527,Toys,W006,9,480.29,4322.610000000001,2024-10-07 18:21:16.975015,21,Debit Card
T00880,U341,I0754,Furniture,W008,7,892.0,6244.0,2025-01-21 18:21:16.975022,29,PayPal
T00881,U051,I0498,Electronics,W006,9,648.82,5839.38,2025-01-17 18:21:16.975031,26,PayPal
T00882,U178,I0153,Food,W002,6,502.03,3012.18,2024-10-20 18:21:16.975040,26,Credit Card
T00883,U139,I0053,Clothing,W005,7,137.07,959.49,2024-09-02 18:21:16.975049,12,Net Banking
T00884,U440,I0149,Food,W006,3,17.26,51.78,2025-02-02 18:21:16.975058,38,Net Banking
T00885,U327,I0503,Food,W009,9,133.72,1203.48,2024-12-06 18:21:16.975067,26,Net Banking
T00886,U170,I0870,Furniture,W006,3,956.62,2869.86,2024-11-28 18:21:16.975076,38,Credit Card
T00887,U039,I0450,Food,W010,6,766.45,4598.700000000001,2025-02-21 18:21:16.975085,37,PayPal
T00888,U069,I0219,Furniture,W005,4,967.45,3869.8,2025-02-23 18:21:16.975093,7,Credit Card
T00889,U236,I0625,Furniture,W001,9,45.35,408.15000000000003,2025-01-02 18:21:16.975102,11,Net Banking
T00890,U048,I0800,Toys,W010,1,683.42,683.42,2024-09-05 18:21:16.975110,23,Debit Card
T00891,U381,I0277,Clothing,W005,9,53.85,484.65000000000003,2025-01-08 18:21:16.975116,17,Net Banking
T00892,U057,I0452,Furniture,W005,4,784.24,3136.96,2024-09-11 18:21:16.975121,14,Net Banking
T00893,U277,I0428,Electronics,W006,5,387.14,1935.6999999999998,2024-11-01 18:21:16.975126,15,PayPal
T00894,U338,I0083,Electronics,W007,1,104.81,104.81,2025-01-14 18:21:16.975131,32,Net Banking
T00895,U099,I0962,Clothing,W004,1,572.37,572.37,2024-09-28 18:21:16.975137,9,Net Banking
T00896,U404,I0218,Furniture,W007,6,287.32,1723.92,2024-09-04 18:21:16.975142,46,PayPal
T00897,U015,I0738,Clothing,W005,1,662.98,662.98,2024-10-06 18:21:16.975147,23,Net Banking
T00898,U325,I0782,Toys,W006,2,661.59,1323.18,2024-12-20 18:21:16.975152,44,Net Banking
T00899,U461,I0527,Electronics,W004,3,707.96,2123.88,2025-01-12 18:21:16.975158,18,PayPal
T00900,U179,I0404,Food,W008,7,992.54,6947.78,2024-11-27 18:21:16.975163,26,Debit Card
T00901,U332,I0290,Electronics,W009,2,392.83,785.66,2024-09-01 18:21:16.975168,44,PayPal
T00902,U062,I0420,Furniture,W002,5,470.66,2353.3,2024-11-03 18:21:16.975174,40,Net Banking
T00903,U119,I0339,Clothing,W004,9,806.57,7259.13,2025-01-29 18:21:16.975179,30,Credit Card
T00904,U469,I0777,Electronics,W008,8,582.59,4660.72,2024-11-17 18:21:16.975184,20,Debit Card
T00905,U037,I0711,Food,W008,8,46.88,375.04,2024-12-25 18:21:16.975190,15,PayPal
T00906,U134,I0670,Food,W009,2,844.65,1689.3,2024-10-22 18:21:16.975195,22,Debit Card
T00907,U455,I0845,Clothing,W003,1,60.98,60.98,2024-10-28 18:21:16.975200,13,Debit Card
T00908,U026,I0987,Clothing,W001,9,179.11,1611.9900000000002,2024-12-24 18:21:16.975207,22,Credit Card
T00909,U490,I0959,Electronics,W009,4,111.06,444.24,2024-12-04 18:21:16.975216,40,Credit Card
T00910,U496,I0419,Furniture,W001,9,87.15,784.35,2024-10-05 18:21:16.975225,17,Credit Card
T00911,U008,I0909,Toys,W003,7,35.43,248.01,2024-09-08 18:21:16.975233,35,Net Banking
T00912,U457,I0207,Food,W003,6,64.48,386.88,2024-10-10 18:21:16.975240,11,PayPal
T00913,U475,I0686,Clothing,W009,9,448.01,4032.09,2025-01-11 18:21:16.975249,36,Net Banking
T00914,U004,I0696,Toys,W001,4,260.32,1041.28,2024-12-30 18:21:16.975256,10,PayPal
T00915,U021,I0265,Toys,W007,1,135.27,135.27,2025-02-21 18:21:16.975265,4,Net Banking
T00916,U415,I0983,Toys,W002,5,662.12,3310.6,2024-11-18 18:21:16.975273,20,Net Banking
T00917,U149,I0758,Furniture,W007,6,233.85,1403.1,2024-11-19 18:21:16.975282,31,Credit Card
T00918,U488,I0036,Clothing,W001,6,28.76,172.56,2024-11-25 18:21:16.975290,28,Net Banking
T00919,U025,I0373,Food,W010,1,424.24,424.24,2024-12-27 18:21:16.975299,6,Credit Card
T00920,U487,I0488,Clothing,W010,7,317.33,2221.31,2024-12-13 18:21:16.975308,35,PayPal
T00921,U143,I0259,Electronics,W008,8,325.42,2603.36,2024-10-06 18:21:16.975317,39,Credit Card
T00922,U245,I0994,Food,W010,5,450.82,2254.1,2024-09-19 18:21:16.975325,26,Debit Card
T00923,U419,I0531,Clothing,W010,2,672.22,1344.44,2025-01-02 18:21:16.975334,5,Debit Card
T00924,U433,I0924,Food,W002,2,620.31,1240.62,2024-08-29 18:21:16.975343,37,Net Banking
T00925,U043,I0023,Electronics,W003,5,937.89,4689.45,2025-01-13 18:21:16.975352,3,Debit Card
T00926,U425,I0104,Food,W008,7,522.54,3657.7799999999997,2024-09-23 18:21:16.975361,45,PayPal
T00927,U293,I0241,Toys,W003,7,477.84,3344.8799999999997,2024-12-17 18:21:16.975370,34,Net Banking
T00928,U185,I0903,Furniture,W001,4,221.28,885.12,2024-11-06 18:21:16.975379,9,Credit Card
T00929,U042,I0873,Electronics,W009,3,757.83,2273.4900000000002,2024-11-24 18:21:16.975388,37,Net Banking
T00930,U431,I0716,Food,W008,9,149.37,1344.33,2025-02-21 18:21:16.975397,49,Net Banking
T00931,U092,I0253,Electronics,W004,7,496.22,3473.54,2025-01-14 18:21:16.975404,29,Debit Card
T00932,U317,I0142,Toys,W008,2,427.11,854.22,2024-10-22 18:21:16.975411,41,Net Banking
T00933,U398,I0814,Furniture,W005,1,661.72,661.72,2025-02-23 18:21:16.975416,8,PayPal
T00934,U324,I0655,Electronics,W003,2,918.45,1836.9,2024-11-01 18:21:16.975421,15,Net Banking
T00935,U053,I0451,Toys,W001,3,947.13,2841.39,2024-12-16 18:21:16.975427,3,Credit Card
T00936,U084,I0783,Toys,W010,5,176.12,880.6,2024-10-21 18:21:16.975432,25,Credit Card
T00937,U034,I0307,Toys,W005,3,269.2,807.5999999999999,2025-01-05 18:21:16.975437,28,Debit Card
T00938,U076,I0984,Food,W006,9,813.52,7321.68,2024-12-06 18:21:16.975442,27,Net Banking
T00939,U353,I0500,Clothing,W004,4,523.1,2092.4,2024-11-19 18:21:16.975448,10,Credit Card
T00940,U408,I0622,Electronics,W007,7,458.5,3209.5,2024-12-27 18:21:16.975453,27,Net Banking
T00941,U404,I0008,Clothing,W003,4,713.52,2854.08,2024-12-12 18:21:16.975458,43,Net Banking
T00942,U197,I0069,Toys,W007,3,605.91,1817.73,2024-12-23 18:21:16.975463,31,Credit Card
T00943,U486,I0702,Clothing,W001,1,971.01,971.01,2025-01-30 18:21:16.975469,23,Net Banking
T00944,U286,I0691,Toys,W007,9,588.13,5293.17,2024-10-09 18:21:16.975474,41,Debit Card
T00945,U088,I0575,Toys,W001,1,471.31,471.31,2024-12-09 18:21:16.975479,38,Debit Card
T00946,U235,I0068,Furniture,W001,1,547.39,547.39,2024-10-23 18:21:16.975487,6,Credit Card
T00947,U232,I0718,Furniture,W002,1,810.45,810.45,2024-10-18 18:21:16.975495,17,PayPal
T00948,U007,I0912,Clothing,W002,5,616.55,3082.75,2024-11-17 18:21:16.975505,2,PayPal
T00949,U292,I0980,Electronics,W004,7,650.58,4554.06,2025-02-10 18:21:16.975513,43,Net Banking
T00950,U038,I0408,Clothing,W001,7,971.72,6802.04,2024-09-28 18:21:16.975523,45,Debit Card
T00951,U464,I0518,Electronics,W004,1,622.21,622.21,2025-01-17 18:21:16.975532,19,Credit Card
T00952,U052,I0119,Clothing,W002,6,386.48,2318.88,2025-02-23 18:21:16.975541,33,Debit Card
T00953,U143,I0825,Food,W004,9,694.41,6249.69,2024-12-02 18:21:16.975550,29,PayPal
T00954,U430,I0031,Food,W004,6,662.86,3977.16,2024-10-14 18:21:16.975559,8,PayPal
T00955,U407,I0518,Electronics,W009,4,23.71,94.84,2025-01-11 18:21:16.975566,9,Net Banking
T00956,U396,I0483,Furniture,W009,9,472.66,4253.9400000000005,2024-12-29 18:21:16.975572,5,Credit Card
T00957,U221,I0207,Electronics,W001,3,745.47,2236.41,2024-11-12 18:21:16.975577,16,Net Banking
T00958,U428,I0669,Clothing,W005,4,504.05,2016.2,2025-01-10 18:21:16.975582,14,Debit Card
T00959,U240,I0579,Toys,W007,4,781.82,3127.28,2024-12-26 18:21:16.975588,32,Debit Card
T00960,U143,I0971,Food,W004,4,456.37,1825.48,2024-12-20 18:21:16.975593,12,PayPal
T00961,U349,I0387,Toys,W005,6,983.49,5900.9400000000005,2025-01-08 18:21:16.975598,41,Net Banking
T00962,U493,I0412,Food,W002,7,299.96,2099.72,2024-11-01 18:21:16.975604,43,Debit Card
T00963,U363,I0842,Clothing,W003,9,101.2,910.8000000000001,2025-01-29 18:21:16.975609,21,Debit Card
T00964,U382,I0370,Food,W007,3,435.71,1307.1299999999999,2024-10-10 18:21:16.975615,15,Debit Card
T00965,U049,I0353,Electronics,W010,8,546.29,4370.32,2025-01-04 18:21:16.975620,33,Credit Card
T00966,U277,I0944,Toys,W007,8,355.6,2844.8,2024-11-22 18:21:16.975625,2,PayPal
T00967,U271,I0336,Toys,W004,1,249.86,249.86,2024-11-06 18:21:16.975630,7,Net Banking
T00968,U014,I0891,Clothing,W001,5,675.34,3376.7000000000003,2024-10-11 18:21:16.975636,19,Debit Card
T00969,U298,I0906,Toys,W001,5,383.35,1916.75,2025-02-19 18:21:16.975641,46,Credit Card
T00970,U492,I0289,Clothing,W004,8,635.05,5080.4,2025-01-16 18:21:16.975646,23,Debit Card
T00971,U464,I0996,Furniture,W004,8,781.28,6250.24,2024-12-18 18:21:16.975652,17,Debit Card
T00972,U015,I0963,Electronics,W006,2,763.39,1526.78,2025-01-15 18:21:16.975657,22,PayPal
T00973,U234,I0965,Food,W007,3,381.56,1144.68,2025-01-19 18:21:16.975662,0,Credit Card
T00974,U063,I0140,Food,W009,2,572.22,1144.44,2024-09-28 18:21:16.975671,1,Debit Card
T00975,U196,I0953,Food,W009,1,455.16,455.16,2024-11-19 18:21:16.975677,4,PayPal
T00976,U027,I0300,Furniture,W010,2,872.1,1744.2,2025-01-29 18:21:16.975682,17,Credit Card
T00977,U471,I0013,Electronics,W005,6,879.97,5279.82,2024-11-12 18:21:16.975688,15,Debit Card
T00978,U093,I0664,Toys,W010,1,350.3,350.3,2024-11-13 18:21:16.975696,9,Net Banking
T00979,U105,I0428,Toys,W003,6,100.82,604.92,2024-12-11 18:21:16.975704,28,PayPal
T00980,U309,I0825,Electronics,W003,1,175.91,175.91,2024-12-01 18:21:16.975713,34,Debit Card
T00981,U052,I0864,Electronics,W006,2,373.33,746.66,2024-11-03 18:21:16.975722,24,Debit Card
T00982,U319,I0400,Food,W001,8,568.61,4548.88,2024-12-30 18:21:16.975731,41,Credit Card
T00983,U457,I0992,Toys,W007,6,660.22,3961.32,2024-12-29 18:21:16.975740,23,Net Banking
T00984,U181,I0109,Electronics,W003,9,338.06,3042.54,2024-10-19 18:21:16.975749,12,PayPal
T00985,U057,I0485,Toys,W005,1,670.82,670.82,2024-11-15 18:21:16.975758,20,Credit Card
T00986,U120,I0888,Electronics,W007,5,938.36,4691.8,2024-10-12 18:21:16.975767,41,Debit Card
T00987,U308,I0356,Clothing,W007,7,655.49,4588.43,2024-09-07 18:21:16.975772,42,PayPal
T00988,U363,I0149,Food,W009,9,166.98,1502.82,2024-10-06 18:21:16.975778,38,Debit Card
T00989,U043,I0879,Electronics,W001,9,583.87,5254.83,2024-12-02 18:21:16.975783,33,Debit Card
T00990,U135,I0716,Furniture,W003,4,546.48,2185.92,2024-09-15 18:21:16.975788,18,Net Banking
T00991,U373,I0307,Electronics,W009,4,871.99,3487.96,2024-11-16 18:21:16.975793,27,Debit Card
T00992,U426,I0533,Clothing,W008,4,356.8,1427.2,2025-01-09 18:21:16.975799,26,PayPal
T00993,U260,I0060,Furniture,W002,3,428.72,1286.16,2024-12-25 18:21:16.975804,49,Debit Card
T00994,U197,I0435,Furniture,W008,8,602.67,4821.36,2024-12-30 18:21:16.975809,25,PayPal
T00995,U133,I0021,Electronics,W008,5,529.18,2645.8999999999996,2025-01-26 18:21:16.975816,10,Net Banking
T00996,U459,I0875,Clothing,W002,7,721.83,5052.81,2024-11-05 18:21:16.975825,48,Debit Card
T00997,U255,I0382,Furniture,W008,6,49.99,299.94,2024-11-24 18:21:16.975833,34,Credit Card
T00998,U489,I0245,Food,W003,9,567.88,5110.92,2024-10-05 18:21:16.975842,19,PayPal
T00999,U220,I0902,Food,W007,3,130.46,391.38,2024-11-14 18:21:16.975848,11,Debit Card
T01000,U336,I0073,Toys,W009,6,322.06,1932.3600000000001,2024-12-15 18:21:16.975853,27,Credit Card
T01001,U041,I0449,Toys,W004,3,665.01,1995.03,2025-02-11 18:21:16.975858,1,PayPal
T01002,U478,I0076,Clothing,W006,2,165.84,331.68,2024-10-02 18:21:16.975863,0,Credit Card
T01003,U388,I0698,Furniture,W009,3,315.75,947.25,2024-09-20 18:21:16.975869,8,Debit Card
T01004,U255,I0590,Food,W005,2,705.98,1411.96,2024-12-05 18:21:16.975874,21,Net Banking
T01005,U002,I0390,Food,W001,2,654.3,1308.6,2024-11-16 18:21:16.975880,39,Net Banking
T01006,U494,I0577,Clothing,W003,7,100.13,700.91,2024-12-03 18:21:16.975886,26,Credit Card
T01007,U195,I0342,Furniture,W009,3,581.5,1744.5,2024-10-31 18:21:16.975891,8,Debit Card
T01008,U242,I0290,Clothing,W003,8,155.78,1246.24,2024-10-22 18:21:16.975896,6,Debit Card
T01009,U149,I0568,Electronics,W010,2,259.75,519.5,2025-02-22 18:21:16.975901,35,PayPal
T01010,U198,I0331,Food,W002,7,464.62,3252.34,2024-12-24 18:21:16.975907,47,Debit Card
T01011,U299,I0259,Clothing,W004,3,118.25,354.75,2025-02-04 18:21:16.975912,37,Net Banking
T01012,U245,I0426,Clothing,W005,9,993.71,8943.39,2024-11-26 18:21:16.975917,49,Debit Card
T01013,U338,I0702,Electronics,W007,7,173.72,1216.04,2024-09-24 18:21:16.975922,1,PayPal
T01014,U108,I0006,Toys,W007,9,783.5,7051.5,2024-12-24 18:21:16.975928,42,PayPal
T01015,U453,I0006,Food,W009,2,831.54,1663.08,2025-02-07 18:21:16.975933,4,Debit Card
T01016,U393,I0191,Clothing,W008,6,994.52,5967.12,2025-01-16 18:21:16.975938,16,Debit Card
T01017,U212,I0148,Food,W002,5,434.37,2171.85,2025-02-14 18:21:16.975943,36,PayPal
T01018,U156,I0405,Toys,W008,2,875.35,1750.7,2024-09-24 18:21:16.975949,34,PayPal
T01019,U026,I0258,Clothing,W008,4,957.96,3831.84,2024-11-06 18:21:16.975954,7,Credit Card
T01020,U082,I0730,Electronics,W005,4,181.17,724.68,2025-01-27 18:21:16.975959,42,Net Banking
T01021,U083,I0479,Food,W003,8,484.64,3877.12,2024-12-25 18:21:16.975965,2,Net Banking
T01022,U131,I0090,Electronics,W009,7,69.41,485.87,2024-12-28 18:21:16.975970,2,Credit Card
T01023,U329,I0824,Toys,W007,5,624.52,3122.6,2025-01-11 18:21:16.975976,0,Credit Card
T01024,U100,I0864,Toys,W001,9,585.59,5270.31,2024-12-03 18:21:16.975981,23,Net Banking
T01025,U256,I0010,Food,W008,1,212.09,212.09,2024-09-26 18:21:16.975987,44,PayPal
T01026,U479,I0087,Toys,W010,4,799.92,3199.68,2024-10-22 18:21:16.975992,29,Net Banking
T01027,U049,I0762,Furniture,W005,5,46.9,234.5,2024-10-02 18:21:16.975997,41,PayPal
T01028,U401,I0838,Food,W006,8,808.17,6465.36,2024-12-07 18:21:16.976003,25,Net Banking
T01029,U063,I0151,Furniture,W009,3,36.38,109.14000000000001,2024-12-01 18:21:16.976012,37,PayPal
T01030,U311,I0988,Toys,W010,5,660.26,3301.3,2025-01-17 18:21:16.976022,42,Net Banking
T01031,U407,I0625,Food,W008,3,87.98,263.94,2025-01-25 18:21:16.976030,39,Credit Card
T01032,U290,I0030,Furniture,W003,7,258.71,1810.9699999999998,2024-09-30 18:21:16.976040,42,Debit Card
T01033,U105,I0128,Toys,W005,3,724.69,2174.07,2025-01-23 18:21:16.976049,37,Debit Card
T01034,U105,I0078,Clothing,W004,7,287.6,2013.2000000000003,2025-02-04 18:21:16.976057,43,Debit Card
T01035,U325,I0421,Clothing,W001,2,516.06,1032.12,2024-11-14 18:21:16.976066,49,PayPal
T01036,U015,I0055,Electronics,W005,7,916.1,6412.7,2024-12-22 18:21:16.976075,2,Debit Card
T01037,U175,I0480,Clothing,W010,9,59.14,532.26,2025-01-19 18:21:16.976080,12,Net Banking
T01038,U259,I0305,Furniture,W007,5,812.97,4064.8500000000004,2024-09-06 18:21:16.976087,35,Debit Card
T01039,U211,I0546,Clothing,W001,6,74.62,447.72,2025-01-29 18:21:16.976097,40,PayPal
T01040,U412,I0105,Food,W004,3,135.53,406.59000000000003,2025-02-17 18:21:16.976106,47,PayPal
T01041,U259,I0172,Food,W006,5,128.13,640.65,2025-01-21 18:21:16.976115,11,PayPal
T01042,U102,I0499,Food,W009,5,994.16,4970.8,2024-09-13 18:21:16.976124,19,Net Banking
T01043,U260,I0022,Clothing,W008,3,188.38,565.14,2024-10-13 18:21:16.976132,38,PayPal
T01044,U344,I0287,Clothing,W002,8,897.79,7182.32,2024-09-12 18:21:16.976141,43,Net Banking
T01045,U159,I0391,Electronics,W003,6,991.02,5946.12,2024-12-24 18:21:16.976146,7,PayPal
T01046,U045,I0617,Toys,W010,3,389.95,1169.85,2024-11-30 18:21:16.976151,46,Credit Card
T01047,U443,I0149,Electronics,W005,1,634.74,634.74,2024-12-13 18:21:16.976157,1,PayPal
T01048,U301,I0272,Furniture,W007,1,781.3,781.3,2024-10-19 18:21:16.976162,10,Debit Card
T01049,U251,I0788,Food,W003,2,398.72,797.44,2024-12-26 18:21:16.976171,20,Debit Card
T01050,U331,I0299,Clothing,W007,5,170.2,851.0,2024-12-22 18:21:16.976180,36,Credit Card
T01051,U165,I0172,Toys,W005,7,439.43,3076.01,2024-08-30 18:21:16.976189,5,PayPal
T01052,U193,I0047,Toys,W010,1,774.17,774.17,2025-01-03 18:21:16.976195,18,Debit Card
T01053,U009,I0626,Clothing,W006,1,782.96,782.96,2024-10-02 18:21:16.976200,29,Debit Card
T01054,U401,I0787,Electronics,W006,4,238.23,952.92,2024-12-26 18:21:16.976205,45,Net Banking
T01055,U374,I0816,Toys,W004,6,183.22,1099.32,2024-12-09 18:21:16.976223,38,Net Banking
T01056,U065,I0992,Electronics,W008,9,921.36,8292.24,2024-10-28 18:21:16.976229,43,PayPal
T01057,U387,I0207,Clothing,W009,1,53.56,53.56,2024-10-09 18:21:16.976234,48,Credit Card
T01058,U495,I0453,Electronics,W002,5,737.39,3686.95,2024-10-22 18:21:16.976240,35,PayPal
T01059,U282,I0395,Food,W009,9,55.96,503.64,2024-09-24 18:21:16.976245,19,Net Banking
T01060,U181,I0975,Clothing,W004,8,839.52,6716.16,2025-02-06 18:21:16.976251,9,Net Banking
T01061,U415,I0925,Clothing,W006,7,906.36,6344.52,2024-12-22 18:21:16.976256,23,PayPal
T01062,U282,I0754,Toys,W007,2,304.44,608.88,2024-12-07 18:21:16.976261,32,PayPal
T01063,U279,I0301,Toys,W004,9,83.2,748.8000000000001,2024-12-27 18:21:16.976266,28,PayPal
T01064,U030,I0708,Toys,W008,8,485.88,3887.04,2024-09-22 18:21:16.976272,29,PayPal
T01065,U266,I0676,Food,W010,9,305.48,2749.32,2024-12-28 18:21:16.976277,35,Credit Card
T01066,U328,I0176,Food,W008,9,422.96,3806.64,2024-12-25 18:21:16.976282,44,Debit Card
T01067,U492,I0855,Furniture,W001,9,668.34,6015.06,2024-10-29 18:21:16.976288,5,PayPal
T01068,U217,I0783,Clothing,W008,3,217.73,653.1899999999999,2024-12-07 18:21:16.976293,46,Debit Card
T01069,U320,I0110,Toys,W010,7,363.38,2543.66,2024-12-15 18:21:16.976298,13,Net Banking
T01070,U406,I0684,Clothing,W003,1,784.74,784.74,2024-09-06 18:21:16.976303,2,Debit Card
T01071,U399,I0963,Electronics,W005,9,647.32,5825.88,2024-11-28 18:21:16.976309,23,PayPal
T01072,U379,I0864,Food,W010,9,333.01,2997.09,2024-11-29 18:21:16.976314,18,Debit Card
T01073,U105,I0202,Furniture,W008,3,667.66,2002.98,2024-10-08 18:21:16.976320,37,PayPal
T01074,U184,I0168,Electronics,W006,5,767.66,3838.2999999999997,2024-11-28 18:21:16.976328,33,PayPal
T01075,U330,I0614,Clothing,W004,8,596.56,4772.48,2024-10-14 18:21:16.976337,8,Net Banking
T01076,U148,I0086,Food,W004,6,247.1,1482.6,2025-01-16 18:21:16.976346,29,PayPal
T01077,U105,I0654,Toys,W004,9,10.24,92.16,2024-09-01 18:21:16.976355,31,Net Banking
T01078,U047,I0959,Electronics,W006,3,804.82,2414.46,2024-12-06 18:21:16.976362,12,Credit Card
T01079,U087,I0849,Food,W007,7,824.41,5770.87,2025-02-04 18:21:16.976368,17,PayPal
T01080,U309,I0725,Clothing,W005,6,700.63,4203.78,2024-12-05 18:21:16.976377,43,Net Banking
T01081,U437,I0051,Clothing,W010,5,85.82,429.09999999999997,2025-02-05 18:21:16.976387,21,Net Banking
T01082,U129,I0112,Electronics,W008,4,589.37,2357.48,2024-09-23 18:21:16.976396,3,PayPal
T01083,U258,I0463,Electronics,W007,5,822.81,4114.049999999999,2024-09-24 18:21:16.976406,22,Debit Card
T01084,U314,I0442,Electronics,W008,4,395.77,1583.08,2024-10-04 18:21:16.976415,6,Net Banking
T01085,U147,I0271,Furniture,W004,3,206.02,618.0600000000001,2024-09-28 18:21:16.976424,43,Credit Card
T01086,U446,I0577,Toys,W008,7,591.75,4142.25,2024-09-02 18:21:16.976433,10,Debit Card
T01087,U462,I0344,Food,W006,6,828.04,4968.24,2024-09-14 18:21:16.976441,38,Debit Card
T01088,U072,I0183,Clothing,W003,4,58.38,233.52,2024-09-05 18:21:16.976447,41,PayPal
T01089,U486,I0503,Clothing,W008,9,600.98,5408.82,2024-10-13 18:21:16.976452,40,Net Banking
T01090,U140,I0844,Toys,W007,1,646.74,646.74,2024-10-31 18:21:16.976457,33,Credit Card
T01091,U410,I0010,Electronics,W010,1,606.34,606.34,2024-11-15 18:21:16.976463,4,Net Banking
T01092,U027,I0494,Electronics,W005,9,653.53,5881.7699999999995,2024-09-26 18:21:16.976472,41,Credit Card
T01093,U029,I0234,Clothing,W004,7,635.06,4445.42,2025-01-16 18:21:16.976481,24,Net Banking
T01094,U271,I0298,Toys,W001,2,139.1,278.2,2024-10-01 18:21:16.976490,27,PayPal
T01095,U174,I0244,Clothing,W010,5,242.59,1212.95,2024-09-09 18:21:16.976499,13,Credit Card
T01096,U253,I0509,Electronics,W003,4,622.8,2491.2,2025-01-19 18:21:16.976508,26,PayPal
T01097,U385,I0351,Food,W002,1,27.52,27.52,2024-09-21 18:21:16.976517,15,Net Banking
T01098,U060,I0267,Electronics,W008,9,638.4,5745.599999999999,2024-12-03 18:21:16.976522,26,Credit Card
T01099,U107,I0630,Food,W008,6,668.73,4012.38,2024-11-22 18:21:16.976528,1,Credit Card
T01100,U220,I0656,Furniture,W005,6,246.78,1480.68,2024-09-11 18:21:16.976533,18,Net Banking
T01101,U441,I0893,Toys,W005,4,602.15,2408.6,2024-09-05 18:21:16.976538,22,PayPal
T01102,U259,I0201,Furniture,W004,2,538.75,1077.5,2025-02-22 18:21:16.976544,40,Credit Card
T01103,U371,I0239,Electronics,W001,8,268.08,2144.64,2024-12-13 18:21:16.976549,13,Credit Card
T01104,U146,I0334,Toys,W001,8,468.34,3746.72,2025-01-20 18:21:16.976554,46,Credit Card
T01105,U052,I0915,Electronics,W006,3,910.53,2731.59,2024-10-18 18:21:16.976560,25,Net Banking
T01106,U060,I0415,Toys,W004,7,432.34,3026.3799999999997,2024-09-03 18:21:16.976566,7,Debit Card
T01107,U034,I0969,Toys,W004,7,633.55,4434.849999999999,2024-12-23 18:21:16.976571,26,Net Banking
T01108,U096,I0484,Electronics,W003,5,45.0,225.0,2024-11-21 18:21:16.976576,46,PayPal
T01109,U477,I0437,Electronics,W009,5,87.02,435.09999999999997,2025-01-10 18:21:16.976581,39,Debit Card
T01110,U089,I0999,Toys,W003,8,90.49,723.92,2024-10-22 18:21:16.976586,27,Credit Card
T01111,U316,I0246,Toys,W008,4,780.46,3121.84,2025-01-18 18:21:16.976592,3,Credit Card
T01112,U410,I0858,Electronics,W002,1,356.75,356.75,2025-02-17 18:21:16.976597,37,Debit Card
T01113,U231,I0008,Electronics,W004,1,235.34,235.34,2024-11-06 18:21:16.976602,10,Credit Card
T01114,U456,I0152,Clothing,W001,9,749.85,6748.650000000001,2024-10-03 18:21:16.976607,43,Credit Card
T01115,U275,I0392,Clothing,W005,4,178.26,713.04,2024-08-30 18:21:16.976612,23,Net Banking
T01116,U246,I0211,Clothing,W002,1,254.03,254.03,2024-10-05 18:21:16.976617,27,Net Banking
T01117,U111,I0367,Furniture,W001,2,436.62,873.24,2024-10-13 18:21:16.976622,40,PayPal
T01118,U234,I0944,Toys,W001,7,338.12,2366.84,2024-09-28 18:21:16.976627,17,Credit Card
T01119,U278,I0670,Food,W002,2,589.54,1179.08,2024-10-09 18:21:16.976633,48,PayPal
T01120,U477,I0570,Furniture,W005,1,344.46,344.46,2025-01-23 18:21:16.976638,20,PayPal
T01121,U417,I0086,Toys,W009,9,399.02,3591.18,2024-10-13 18:21:16.976643,25,Debit Card
T01122,U166,I0055,Food,W006,5,864.26,4321.3,2025-02-22 18:21:16.976648,2,Debit Card
T01123,U128,I0713,Clothing,W004,4,885.69,3542.76,2025-01-16 18:21:16.976653,12,Credit Card
T01124,U237,I0634,Food,W003,4,829.43,3317.72,2025-01-06 18:21:16.976662,37,Debit Card
T01125,U494,I0446,Electronics,W008,1,866.18,866.18,2025-01-28 18:21:16.976671,27,PayPal
T01126,U291,I0620,Electronics,W003,3,574.03,1722.09,2024-12-30 18:21:16.976679,13,Net Banking
T01127,U107,I0304,Toys,W001,1,649.77,649.77,2025-02-10 18:21:16.976687,0,Debit Card
T01128,U128,I0132,Furniture,W004,5,561.6,2808.0,2024-09-26 18:21:16.976692,27,PayPal
T01129,U195,I0421,Clothing,W005,5,787.73,3938.65,2024-11-13 18:21:16.976698,35,Debit Card
